B 100
I 883 1386
I 674 834
I 209 16
I 1169 1320
I 105 611
I 35 873
I 1489 39
I 173 1391
I 991 355
I 876 818
I 1468 554
I 942 196
I 1414 1378
B 100
I 1435 1346
I 796 487
I 448 1402
I 1385 729
I 1288 135
I 1071 905
I 487 445
I 1339 687
I 1306 760
I 906 366
I 113 1372
I 452 199
I 1430 902
I 114 1358
I 704 559
I 994 1248
I 1064 301
I 954 409
I 829 1381
I 290 698
I 200 1225
I 801 161
I 154 290
I 875 1264
I 39 520
I 849 1044
I 96 1161
I 199 694
I 1303 730
I 1115 1397
I 854 1209
I 1445 1291
I 406 389
I 898 627
I 1012 1431
I 1378 1119
I 69 1414
I 271 1293
I 491 163
I 727 498
I 358 667
I 562 1032
I 961 1203
I 1144 209
I 155 492
I 1354 157
I 673 1328
I 1407 436
I 956 1470
I 234 829
I 1490 717
I 673 1279
I 1063 133
I 754 1371
I 1224 1029
I 195 1188
I 911 819
I 777 1465
I 1223 1204
I 1021 440
I 1471 1135
I 1432 769
I 1252 1105
I 360 152
I 994 476
I 28 514
I 469 442
I 459 1409
I 48 287
I 1021 385
I 264 1067
I 807 600
I 1061 1405
I 1357 1362
I 371 1115
I 1395 1122
I 647 470
I 227 228
I 724 959
I 976 306
I 985 369
I 967 818
I 554 105
I 1483 1090
I 230 102
I 1428 325
I 442 513
I 1008 1155
I 704 1158
I 661 280
I 299 983
I 1156 950
I 944 1275
I 1091 1174
I 165 787
I 286 218
I 374 974
I 831 1415
I 1128 754
I 779 604
B 100
I 1251 182
I 808 1188
I 1418 1178
I 1474 1042
I 757 292
I 1009 949
I 875 1435
I 1355 1111
I 1452 930
I 888 1425
I 244 480
I 121 1126
I 1071 1114
I 1468 498
I 1243 1097
I 1461 1473
I 687 1085
I 212 455
I 886 882
I 1174 1449
I 757 1086
I 1448 1193
I 1316 851
I 492 1403
I 191 969
I 13 416
I 357 1018
I 1124 1460
I 1152 644
I 1158 317
I 1220 634
I 1182 885
I 1276 1070
I 493 925
I 48 948
I 698 1252
I 769 705
I 674 603
I 469 8
I 1264 526
I 1114 663
I 965 773
I 651 131
I 1115 1398
I 638 1395
I 609 980
I 489 550
I 276 1271
I 1327 391
I 558 981
I 462 1352
I 1433 253
I 680 527
I 108 1018
I 155 469
I 2 753
I 1154 698
I 614 942
I 743 910
I 1478 1416
I 361 886
I 1350 944
I 1445 1096
I 828 1240
I 346 1203
I 797 1342
I 692 1355
I 1008 1109
I 296 754
I 637 1333
I 761 661
I 696 962
I 1153 888
I 1410 1348
I 1229 829
I 1368 552
I 1431 1381
I 1179 184
I 495 963
I 1032 947
I 386 1206
I 697 360
I 577 295
I 490 1160
I 996 670
I 175 311
I 1102 1385
I 1243 643
I 1206 1492
I 973 1147
I 613 774
I 652 393
I 628 662
I 1324 241
I 706 890
I 971 111
I 220 1267
I 773 1142
I 544 614
I 561 337
B 100
I 443 1308
I 1240 846
I 36 848
I 1112 210
I 1131 480
I 705 313
I 1377 922
I 1161 287
I 302 1154
I 466 1055
I 565 1335
I 373 650
I 840 271
I 1294 1458
I 512 296
I 820 594
I 196 1149
I 1248 1110
I 1001 1063
I 1353 645
I 1311 1273
I 821 925
I 462 1184
I 1126 146
I 1434 1162
I 791 755
I 1117 1296
I 721 317
I 99 558
I 507 224
I 651 902
I 922 467
I 1166 134
I 985 930
I 791 58
I 597 886
I 475 408
I 1370 1183
I 1277 23
I 1094 1292
I 293 1375
I 572 960
I 1247 628
I 774 233
I 921 887
I 607 55
I 851 1406
I 358 76
I 1135 808
I 1070 1008
I 958 103
I 849 1270
I 909 1047
I 595 313
I 1088 294
I 590 1388
I 448 1182
I 520 805
I 1494 1286
I 381 741
I 842 1297
I 531 1350
I 902 1299
I 124 1010
I 674 775
I 1490 1290
I 513 829
I 1322 242
I 69 1261
I 1333 1415
I 1403 919
I 350 1434
I 444 377
I 1397 809
I 1263 926
I 365 880
I 994 1035
I 1128 1499
I 605 335
I 931 1320
I 129 310
I 873 103
I 512 332
I 131 447
I 468 894
I 153 1375
I 1175 1239
I 234 820
I 1225 574
I 312 645
I 730 829
I 700 804
I 698 619
I 1342 1442
I 1226 1345
I 1045 808
I 692 374
I 302 540
I 734 531
I 1447 153
B 100
I 607 1384
I 543 567
I 1438 786
I 1001 1208
I 662 748
I 123 421
I 1440 1443
I 701 764
I 379 798
I 52 419
I 31 395
I 600 273
I 1066 738
I 486 301
I 865 69
I 1173 1262
I 1183 1398
I 568 1096
I 987 917
I 708 1025
I 460 137
I 617 780
I 286 1197
I 739 473
I 836 234
I 1499 827
I 650 813
I 183 395
I 899 601
I 1052 408
I 7 1284
I 819 153
I 521 545
I 1401 1354
I 456 1373
I 43 1433
I 1256 483
I 666 1458
I 216 1415
I 840 261
I 945 614
I 271 1446
I 1345 811
I 1160 1497
I 1405 124
I 483 1185
I 526 505
I 517 459
I 10 651
I 864 1112
I 831 1251
I 1049 1259
I 1052 92
I 301 266
I 553 1326
I 367 646
I 368 367
I 661 370
I 544 966
I 154 163
I 783 210
I 640 1370
I 666 461
I 342 551
I 326 1091
I 1192 113
I 332 766
I 1462 1416
I 896 162
I 795 802
I 1151 545
I 384 125
I 267 558
I 910 716
I 1243 1379
I 80 833
I 1345 735
I 436 1371
I 702 415
I 405 977
I 584 71
I 780 997
I 496 556
I 510 584
I 800 142
I 1147 646
I 1207 303
I 268 0
I 1410 74
I 1296 835
I 27 1106
I 101 1026
I 621 591
I 1418 728
I 709 1133
I 548 444
I 1084 420
I 184 1337
I 203 926
I 815 3
B 100
I 915 402
I 1049 769
I 551 137
I 922 287
I 29 1237
I 139 1458
I 130 213
I 194 299
I 1222 1042
I 1383 249
I 1392 803
I 456 1133
I 309 82
I 672 1421
I 1388 1185
I 902 382
I 1076 450
I 1111 853
I 1131 26
I 1414 252
I 47 1056
I 367 1196
I 1475 1114
I 666 819
I 1010 943
I 733 1215
I 1306 489
I 277 720
I 1492 415
I 1095 1302
I 484 98
I 1096 382
I 1256 165
I 731 329
I 890 52
I 111 429
I 970 1006
I 1154 231
I 292 1399
I 1224 1121
I 1117 1442
I 890 1059
I 643 771
I 451 1081
I 1091 1194
I 691 556
I 316 655
I 768 87
I 35 84
I 566 1156
I 577 1154
I 297 1271
I 401 1011
I 798 1194
I 1468 28
I 1448 1421
I 484 908
I 418 518
I 315 635
I 559 343
I 1329 283
I 395 752
I 1342 1145
I 1484 31
I 347 625
I 791 345
I 359 348
I 1090 642
I 1169 1033
I 245 315
I 925 1277
I 998 205
I 135 292
I 187 681
I 726 1180
I 1481 672
I 331 78
I 1334 1214
I 1105 1042
I 938 43
I 674 67
I 341 533
I 1370 660
I 811 1274
I 996 1382
I 604 133
I 1423 625
I 137 217
I 86 1087
I 306 101
I 1046 578
I 733 773
I 954 84
I 1128 539
I 179 994
I 676 1221
I 1499 755
I 464 1105
I 49 920
I 343 17
B 100
I 728 336
I 568 1076
I 10 554
I 640 1179
I 573 1236
I 1230 56
I 633 962
I 1162 1139
I 128 508
I 1466 143
I 662 1187
I 865 116
I 682 238
I 682 193
I 1004 1268
I 309 298
I 903 1269
I 1487 1185
I 337 718
I 29 1305
I 295 136
I 460 898
I 1189 585
I 184 718
I 819 1223
I 218 266
I 1452 429
I 1437 675
I 422 649
I 642 707
I 364 1203
I 786 854
I 81 794
I 1429 1253
I 145 1375
I 395 336
I 854 84
I 240 392
I 586 166
I 796 1293
I 470 732
I 681 1139
I 1313 1010
I 509 1205
I 287 173
I 1382 1219
I 1227 803
I 272 302
I 1229 853
I 694 1331
I 623 1252
I 1310 112
I 783 703
I 1460 436
I 1214 1240
I 1418 40
I 700 416
I 1191 490
I 1075 906
I 258 778
I 122 379
I 502 1096
I 1083 26
I 857 1185
I 177 122
I 643 407
I 234 1096
I 224 1013
I 1336 1100
I 864 164
I 595 1107
I 1436 484
I 1027 29
I 133 467
I 817 598
I 680 54
I 532 867
I 1464 599
I 149 590
I 1167 1401
I 234 1491
I 1157 790
I 14 528
I 138 578
I 255 236
I 595 1418
I 150 1380
I 364 639
I 1193 900
I 1400 507
I 1039 1120
I 95 394
I 1294 1091
I 221 766
I 596 107
I 1499 94
I 850 669
I 411 868
I 478 1192
I 701 972
B 100
I 153 994
I 907 741
I 740 1108
I 301 448
I 870 50
I 1277 592
I 126 540
I 1247 777
I 1157 1285
I 1096 1279
I 769 787
I 1421 200
I 693 903
I 1142 272
I 1330 672
I 1393 1437
I 57 893
I 1197 602
I 1190 963
I 550 12
I 1282 1394
I 558 722
I 1107 879
I 1366 551
I 724 451
I 1483 1385
I 1321 87
I 1481 1211
I 1495 183
I 1413 280
I 412 1126
I 907 1111
I 1120 1359
I 1172 324
I 810 762
I 555 748
I 1018 1345
I 833 188
I 222 406
I 736 143
I 893 201
I 957 533
I 299 982
I 562 480
I 868 193
I 296 18
I 1055 903
I 952 1228
I 186 763
I 1230 1427
I 1260 283
I 353 76
I 548 699
I 1030 1168
I 1345 854
I 1424 882
I 794 294
I 474 14
I 38 873
I 1131 711
I 736 845
I 999 185
I 1177 1380
I 672 681
I 327 1254
I 1199 550
I 92 1495
I 970 1360
I 90 1161
I 1444 50
I 1442 996
I 72 25
I 529 1184
I 353 1088
I 1439 545
I 822 862
I 323 1422
I 514 1019
I 925 1085
I 75 440
I 759 997
I 651 908
I 1215 826
I 1282 633
I 900 1420
I 88 833
I 677 403
I 453 1061
I 531 1390
I 375 946
I 828 812
I 369 66
I 523 948
I 442 147
I 387 1028
I 292 162
I 808 761
I 1127 177
I 692 777
I 253 773
B 100
I 370 157
I 1419 1254
I 308 288
I 1473 953
I 637 231
I 1015 217
I 748 1242
I 1063 352
I 593 908
I 1295 556
I 230 212
I 577 1367
I 785 230
I 878 780
I 197 56
I 530 589
I 286 1291
I 904 806
I 725 1007
I 264 198
I 1421 153
I 211 720
I 1163 145
I 1115 557
I 1499 464
I 280 429
I 124 755
I 1402 6
I 193 9
I 1289 540
I 489 1278
I 866 1067
I 297 214
I 1185 845
I 576 696
I 372 307
I 1284 788
I 633 548
I 917 70
I 431 1403
I 800 441
I 1352 1252
I 155 76
I 1428 1068
I 110 887
I 1101 1444
I 279 929
I 881 645
I 1492 1496
I 27 1092
I 883 271
I 344 440
I 1081 1013
I 294 781
I 22 1496
I 1344 616
I 831 810
I 392 799
I 954 1285
I 348 1193
I 729 878
I 1149 756
I 442 1386
I 985 493
I 1442 1083
I 674 93
I 72 113
I 1489 166
I 1021 1143
I 686 244
I 1358 877
I 577 496
I 1227 298
I 331 1262
I 844 622
I 1078 1063
I 1137 204
I 725 936
I 631 712
I 919 895
I 1138 150
I 738 1067
I 1199 1071
I 655 1380
I 341 518
I 1401 84
I 386 1355
I 210 1387
I 347 447
I 1047 1303
I 636 504
I 1344 511
I 1050 647
I 319 543
I 917 43
I 1331 168
I 900 137
I 1334 629
I 1415 397
I 616 595
B 100
I 1164 157
I 88 482
I 749 437
I 1230 855
I 967 0
I 128 852
I 1440 1217
I 124 459
I 388 241
I 584 856
I 737 577
I 517 1450
I 470 1091
I 62 827
I 722 191
I 695 881
I 1480 0
I 544 238
I 1271 648
I 327 551
I 1303 555
I 245 1225
I 843 190
I 777 864
I 1262 1331
I 667 197
I 410 0
I 799 24
I 436 258
I 885 440
I 80 1345
I 1114 965
I 840 309
I 1135 712
I 1311 556
I 494 1453
I 477 342
I 856 572
I 93 1331
I 1192 271
I 1058 937
I 252 1200
I 1092 565
I 370 1006
I 157 1420
I 765 454
I 1179 1059
I 683 1274
I 913 1297
I 1017 223
I 1323 1365
I 475 567
I 1130 796
I 1103 231
I 325 301
I 446 361
I 1095 106
I 681 548
I 1443 570
I 102 355
I 1124 402
I 1191 104
I 1134 315
I 48 1064
I 527 487
I 425 1178
I 987 115
I 1095 921
I 503 297
I 437 595
I 1412 181
I 534 1329
I 181 533
I 825 1117
I 400 921
I 761 954
I 1015 85
I 630 723
I 228 1024
I 261 589
I 55 455
I 716 896
I 1154 194
I 1014 1409
I 962 267
I 72 293
I 1224 64
I 999 1194
I 939 1067
I 295 1480
I 498 967
I 869 575
I 492 115
I 552 708
I 1143 150
I 562 888
I 542 964
I 268 1189
I 573 1270
I 1324 28
B 100
I 727 15
I 721 1419
I 359 1294
I 798 301
I 365 388
I 827 1180
I 190 1155
I 874 160
I 995 749
I 15 1266
I 1422 407
I 841 935
I 1132 1327
I 27 1482
I 613 484
I 1082 114
I 547 1083
I 96 441
I 1198 136
I 565 941
I 416 491
I 1327 1437
I 897 1047
I 1311 61
I 817 897
I 803 1485
I 831 169
I 1183 673
I 1263 263
I 549 596
I 131 569
I 163 566
I 650 354
I 702 459
I 1247 680
I 122 299
I 296 754
I 788 1027
I 266 1453
I 221 968
I 309 158
I 519 396
I 152 1409
I 546 43
I 559 781
I 831 100
I 534 1473
I 528 146
I 1138 191
I 351 274
I 838 237
I 887 227
I 776 80
I 866 1225
I 565 596
I 404 658
I 1288 181
I 890 1478
I 488 633
I 358 878
I 716 749
I 1205 258
I 718 536
I 273 1155
I 529 1353
I 595 388
I 221 470
I 374 1396
I 462 613
I 799 419
I 1234 769
I 1466 1210
I 189 1395
I 1259 746
I 461 313
I 1246 40
I 544 1355
I 221 418
I 418 462
I 1383 1137
I 206 89
I 1109 1175
I 1262 96
I 383 1276
I 432 127
I 777 976
I 931 653
I 1329 329
I 916 496
I 32 145
I 1201 1285
I 50 1014
I 681 378
I 604 868
I 853 66
I 1397 280
I 697 270
I 590 744
I 803 1216
I 714 256
B 100
I 530 124
I 614 1192
I 1263 112
I 1371 786
I 1441 940
I 663 1449
I 590 469
I 286 75
I 1185 1395
I 1113 695
I 129 287
I 1003 692
I 15 1173
I 237 893
I 83 21
I 1294 494
I 361 1438
I 307 1260
I 1192 56
I 750 682
I 520 1427
I 102 1326
I 1351 862
I 699 1222
I 444 12
I 790 1060
I 206 928
I 837 72
I 1012 977
I 797 655
I 149 364
I 751 636
I 665 929
I 806 1251
I 1104 729
I 510 706
I 523 389
I 1053 451
I 1289 764
I 530 843
I 386 1271
I 982 1034
I 614 1365
I 499 249
I 1321 191
I 617 835
I 978 969
I 738 1391
I 1397 359
I 332 349
I 1187 879
I 371 636
I 1147 1096
I 222 1394
I 721 644
I 1070 386
I 161 1351
I 1454 154
I 765 336
I 119 172
I 1062 952
I 165 652
I 1066 541
I 112 843
I 1368 558
I 920 584
I 1409 774
I 1383 967
I 174 419
I 1452 53
I 105 819
I 625 1172
I 999 1441
I 1427 967
I 388 108
I 1154 948
I 183 439
I 1070 475
I 317 1037
I 485 1046
I 641 1455
I 1494 491
I 1243 80
I 1013 444
I 1424 836
I 1206 1267
I 896 466
I 700 838
I 886 611
I 1233 94
I 522 823
I 586 70
I 489 468
I 480 1251
I 1196 1372
I 360 227
I 519 1042
I 207 336
I 1024 1300
I 1130 1187
B 100
I 238 178
I 522 820
I 1140 293
I 179 800
I 565 1417
I 916 276
I 1183 1062
I 256 1474
I 19 518
I 630 1310
I 730 1164
I 507 1344
I 46 1302
I 769 921
I 1016 156
I 349 937
I 996 1405
I 1184 97
I 243 1420
I 542 257
I 86 1065
I 261 1211
I 11 44
I 107 1387
I 474 866
I 462 1338
I 1488 540
I 1044 855
I 480 584
I 986 7
I 134 83
I 572 194
I 399 29
I 784 279
I 1212 377
I 790 45
I 750 837
I 874 1025
I 1483 1231
I 779 88
I 1454 1138
I 1052 910
I 584 1424
I 341 153
I 891 288
I 400 1016
I 636 1337
I 1135 267
I 723 1366
I 106 486
I 760 549
I 165 1361
I 1458 290
I 979 456
I 1246 1233
I 93 485
I 1415 989
I 1451 821
I 1009 118
I 938 989
I 328 218
I 346 229
I 1105 523
I 1421 351
I 1214 924
I 363 988
I 454 717
I 1299 246
I 44 1450
I 1020 411
I 966 648
I 1096 1247
I 898 495
I 20 716
I 617 594
I 610 254
I 402 1408
I 84 816
I 137 1248
I 1287 258
I 870 1432
I 286 1075
I 81 1185
I 561 659
I 54 547
I 263 1359
I 279 838
I 645 338
I 155 441
I 741 263
I 406 981
I 1419 1418
I 1181 1109
I 52 214
I 615 729
I 604 1270
I 294 288
I 997 970
I 468 664
I 243 94
B 100
I 521 354
I 525 238
I 1019 1159
I 1483 694
I 1447 822
I 430 1023
I 1139 1040
I 401 1086
I 611 173
I 838 32
I 599 1381
I 1088 859
I 531 900
I 651 1205
I 371 1448
I 370 527
I 1375 796
I 571 1495
I 656 90
I 606 1271
I 69 583
I 281 364
I 445 1036
I 397 1190
I 1208 1149
I 1293 1109
I 269 1014
I 655 476
I 117 495
I 1364 538
I 484 1362
I 1117 1332
I 937 1382
I 297 882
I 1244 30
I 309 1281
I 453 426
I 566 1433
I 1168 994
I 912 979
I 270 84
I 92 658
I 1109 771
I 86 487
I 290 150
I 1088 188
I 125 1487
I 318 27
I 557 447
I 952 1204
I 376 1481
I 1305 610
I 86 837
I 5 167
I 1382 485
I 193 864
I 392 155
I 1293 556
I 448 174
I 1459 1164
I 1111 693
I 58 1311
I 839 266
I 890 39
I 237 220
I 958 1492
I 1119 704
I 821 1242
I 1434 391
I 273 32
I 468 867
I 841 16
I 1375 1038
I 1125 252
I 790 6
I 1430 524
I 407 1166
I 1162 27
I 495 883
I 946 606
I 136 905
I 525 648
I 831 139
I 836 339
I 1104 105
I 635 809
I 781 1050
I 307 1169
I 696 838
I 504 1169
I 520 493
I 642 252
I 117 1475
I 1237 1128
I 1303 402
I 99 1122
I 1229 243
I 669 1419
I 289 112
I 603 1264
B 100
I 664 634
I 942 1126
I 105 408
I 337 490
I 1064 986
I 358 69
I 460 158
I 1182 966
I 1398 673
I 870 213
I 272 681
I 1097 171
I 1216 36
I 1152 811
I 312 691
I 1245 284
I 342 269
I 652 1060
I 966 1328
I 963 1106
I 120 1343
I 465 96
I 581 619
I 1233 195
I 724 851
I 1023 527
I 252 784
I 1470 570
I 689 126
I 95 425
I 1340 873
I 1074 853
I 1391 996
I 1498 1361
I 902 718
I 1485 1074
I 52 225
I 855 493
I 638 957
I 100 672
I 448 669
I 1141 1071
I 642 1479
I 1140 411
I 367 794
I 783 1031
I 1064 841
I 815 313
I 1271 1402
I 338 188
I 895 190
I 222 93
I 1230 711
I 190 225
I 438 43
I 1290 681
I 1093 1159
I 1362 1218
I 472 1170
I 1013 1095
I 561 1188
I 1181 815
I 496 327
I 1312 1457
I 28 9
I 1020 606
I 365 577
I 877 415
I 1252 372
I 1264 913
I 859 271
I 459 191
I 785 314
I 920 600
I 852 1211
I 533 324
I 585 1189
I 1187 1056
I 1428 1409
I 1025 1459
I 1462 1494
I 50 1486
I 21 1181
I 385 951
I 1336 301
I 1168 262
I 226 1081
I 347 822
I 898 596
I 825 849
I 955 174
I 280 77
I 156 548
I 889 477
I 1479 635
I 1125 438
I 15 919
I 288 1381
I 1209 412
I 1001 435
B 100
I 57 800
I 638 1341
I 867 920
I 248 1228
I 815 700
I 820 587
I 1405 187
I 746 1488
I 139 718
I 1459 685
I 86 1466
I 1377 801
I 420 910
I 502 889
I 1455 47
I 181 246
I 1416 622
I 535 253
I 234 266
I 813 644
I 1006 53
I 432 380
I 1361 465
I 1455 337
I 510 282
I 291 793
I 226 871
I 52 338
I 336 583
I 1145 755
I 927 1380
I 1368 855
I 1075 713
I 623 751
I 146 730
I 1474 1279
I 1127 250
I 587 1034
I 602 1037
I 428 1375
I 287 925
I 1011 459
I 616 1292
I 463 1451
I 943 700
I 312 963
I 733 74
I 1136 1223
I 1421 275
I 849 4
I 1252 321
I 1216 1129
I 268 1021
I 1369 1160
I 792 497
I 535 1408
I 860 914
I 207 292
I 1235 1137
I 179 973
I 82 809
I 180 1478
I 871 523
I 367 48
I 877 1231
I 51 616
I 220 197
I 677 1011
I 1109 1093
I 522 563
I 1076 293
I 767 985
I 335 1149
I 1353 902
I 835 522
I 1410 92
I 699 653
I 604 1430
I 1067 1021
I 244 9
I 562 204
I 1202 1233
I 69 204
I 637 1076
I 662 392
I 120 734
I 199 1489
I 1159 678
I 765 645
I 1174 1144
I 776 327
I 1065 1097
I 541 457
I 553 765
I 630 660
I 227 394
I 1212 1401
I 1082 1357
I 280 940
I 1340 741
B 100
I 836 366
I 1470 821
I 771 1318
I 423 1454
I 395 502
I 858 802
I 1444 360
I 3 120
I 777 1380
I 647 176
I 1439 1468
I 631 40
I 128 1094
I 899 1484
I 774 447
I 1433 1039
I 1047 724
I 751 564
I 150 1395
I 56 1363
I 1206 1156
I 576 1111
I 1159 476
I 486 1461
I 135 1335
I 960 953
I 70 1451
I 160 1057
I 780 1499
I 172 1034
I 845 877
I 144 216
I 654 990
I 1485 747
I 720 1498
I 1447 69
I 449 1072
I 1467 151
I 310 1245
I 1290 35
I 830 165
I 791 1396
I 1215 1493
I 401 434
I 831 713
I 1435 1216
I 1140 1078
I 347 1360
I 1171 291
I 385 1291
I 820 969
I 1010 1199
I 1023 1136
I 1292 312
I 952 1329
I 628 45
I 397 1026
I 854 192
I 1004 1231
I 284 317
I 837 529
I 21 982
I 840 1227
I 483 381
I 178 1085
I 449 234
I 111 1461
I 342 1213
I 89 60
I 521 1292
I 339 1244
I 261 13
I 277 667
I 1169 877
I 1096 32
I 110 712
I 126 1422
I 1456 1489
I 1142 1066
I 330 595
I 399 87
I 891 1484
I 1455 1292
I 889 705
I 780 997
I 1236 1024
I 896 1132
I 511 1197
I 1111 1296
I 1389 40
I 1252 1072
I 805 499
I 992 963
I 1025 483
I 654 184
I 317 879
I 1046 39
I 246 20
I 1138 576
I 591 627
B 100
I 391 1448
I 1151 951
I 389 1036
I 108 728
I 463 1053
I 1053 294
I 583 425
I 461 568
I 591 975
I 142 1158
I 623 62
I 953 1185
I 625 341
I 1434 1466
I 528 72
I 500 247
I 1124 1392
I 1260 293
I 638 842
I 1344 1138
I 1496 645
I 304 576
I 16 686
I 821 94
I 554 707
I 1467 1189
I 1108 1098
I 1072 48
I 1014 379
I 1296 1337
I 901 140
I 73 455
I 174 213
I 875 1248
I 791 50
I 270 26
I 132 875
I 1265 1063
I 475 417
I 557 1230
I 679 52
I 1072 895
I 52 1378
I 424 562
I 1044 329
I 385 18
I 1159 543
I 1180 114
I 258 92
I 1389 992
I 316 1490
I 136 1343
I 265 350
I 493 724
I 1013 242
I 466 142
I 1203 393
I 1111 728
I 365 580
I 1288 651
I 1474 1300
I 807 263
I 837 1144
I 1019 605
I 160 963
I 35 262
I 1483 493
I 372 361
I 67 481
I 312 482
I 875 740
I 490 1490
I 214 355
I 840 82
I 509 1431
I 1176 498
I 1046 889
I 664 1199
I 941 5
I 455 36
I 232 17
I 232 791
I 1185 1238
I 739 100
I 783 752
I 864 1340
I 186 901
I 1133 531
I 737 24
I 996 465
I 773 1247
I 463 360
I 1473 1484
I 847 309
I 1090 1429
I 651 182
I 669 1107
I 468 1377
I 888 7
I 1164 626
B 100
I 660 82
I 471 1191
I 72 1209
I 1238 505
I 284 1347
I 122 136
I 482 821
I 356 1194
I 672 252
I 793 1443
I 815 356
I 360 1426
I 590 673
I 1202 463
I 102 665
I 957 241
I 1060 718
I 582 676
I 697 139
I 1277 453
I 1134 73
I 688 67
I 860 42
I 489 469
I 1340 830
I 828 201
I 324 827
I 1116 948
I 65 450
I 354 58
I 348 1247
I 1211 343
I 151 212
I 1434 816
I 73 1231
I 1031 319
I 1198 908
I 121 1183
I 1035 1487
I 879 874
I 1152 134
I 1072 1449
I 1183 536
I 529 1358
I 904 771
I 833 636
I 225 13
I 23 1262
I 919 545
I 882 63
I 1219 756
I 1399 1076
I 727 219
I 573 919
I 1183 200
I 1423 541
I 1458 1449
I 408 114
I 836 665
I 1410 1467
I 216 1009
I 452 426
I 1417 1473
I 1279 29
I 1050 1191
I 187 910
I 1383 1035
I 1278 1095
I 221 1366
I 152 1347
I 900 233
I 375 1086
I 746 864
I 1294 20
I 1121 1497
I 349 432
I 313 786
I 532 1108
I 1227 1037
I 1449 1374
I 1183 1222
I 614 208
I 1013 320
I 901 841
I 1216 1066
I 1063 229
I 224 953
I 1367 273
I 1165 1208
I 594 178
I 728 184
I 1281 1303
I 1088 1157
I 430 748
I 599 1249
I 1494 871
I 1 773
I 707 1003
I 456 861
I 109 613
B 100
I 15 827
I 1053 773
I 672 1285
I 1152 414
I 646 665
I 907 721
I 323 1136
I 1421 57
I 409 572
I 374 1163
I 946 4
I 407 1459
I 1458 205
I 1121 1213
I 821 291
I 503 128
I 441 40
I 1110 1009
I 1478 1455
I 1094 1279
I 115 1320
I 28 72
I 1115 592
I 314 418
I 1259 1350
I 1309 940
I 994 789
I 271 944
I 1366 47
I 840 433
I 1411 715
I 1041 219
I 866 673
I 52 377
I 1167 211
I 576 814
I 1249 702
I 1079 414
I 23 808
I 298 460
I 72 696
I 1137 631
I 284 574
I 475 1201
I 529 2
I 1409 547
I 568 1040
I 1173 1175
I 906 549
I 930 794
I 179 953
I 1223 579
I 978 81
I 718 404
I 1408 152
I 885 841
I 380 157
I 939 1128
I 1388 1028
I 396 357
I 513 402
I 1020 247
I 1282 1019
I 107 1410
I 198 449
I 911 1139
I 71 187
I 343 157
I 1050 1433
I 717 860
I 501 822
I 33 297
I 143 1274
I 584 520
I 1022 1367
I 1291 1158
I 488 1391
I 447 1419
I 319 160
I 853 159
I 741 1170
I 1499 550
I 198 1179
I 637 226
I 869 599
I 361 769
I 604 164
I 874 1161
I 1088 998
I 597 313
I 145 1498
I 311 489
I 1136 583
I 687 756
I 1405 294
I 15 756
I 169 298
I 397 1025
I 737 918
I 921 858
