B 1000
D 103 165
D 153 118
D 21 111
D 12 70
D 109 50
D 195 64
D 130 91
D 176 59
D 8 169
D 27 30
D 180 181
D 26 179
D 167 80
D 117 30
D 2 81
D 45 107
D 162 156
D 106 182
D 71 54
D 168 183
D 143 100
D 148 126
D 134 182
D 47 124
D 55 127
D 69 103
D 146 115
D 48 186
D 94 26
D 188 160
D 147 85
D 121 194
D 67 180
D 174 112
D 150 155
D 154 43
D 63 56
D 172 51
D 22 108
D 163 187
D 178 61
D 133 197
D 14 182
D 34 131
D 119 115
D 197 26
D 139 42
D 74 84
D 52 68
D 0 9
D 36 37
D 142 182
D 185 118
D 69 108
D 107 164
D 187 164
D 118 117
D 142 24
D 10 72
D 98 50
D 101 134
D 187 195
D 1 46
D 124 148
D 59 92
D 183 65
D 48 191
D 17 126
D 174 38
D 92 11
D 65 71
D 176 22
D 49 108
D 193 27
D 158 191
D 88 166
D 113 116
D 178 154
D 112 69
D 79 19
D 35 14
D 108 61
D 7 58
D 195 159
D 92 190
D 117 193
D 128 83
D 57 21
D 55 127
D 31 166
D 120 48
D 184 86
D 177 119
D 2 65
D 158 180
D 156 53
D 139 35
D 187 36
D 189 141
D 131 108
D 28 17
D 147 197
D 57 118
D 14 66
D 146 108
D 39 102
D 197 28
D 56 96
D 121 193
D 84 30
D 74 88
D 183 172
D 34 75
D 140 29
D 22 119
D 8 199
D 62 45
D 149 48
D 149 26
D 53 1
D 199 134
D 83 151
D 13 6
D 138 43
D 25 83
D 118 3
D 51 131
D 126 28
D 6 68
D 173 42
D 176 171
D 44 73
D 52 9
D 196 142
D 23 12
D 27 138
D 192 110
D 77 115
D 148 164
D 132 159
D 109 26
D 110 199
D 53 1
D 50 73
D 160 60
D 111 32
D 111 175
D 32 91
D 103 89
D 39 170
D 105 85
D 157 104
D 106 33
D 160 18
D 83 161
D 95 135
D 122 196
D 75 171
D 85 161
D 193 179
D 60 64
D 60 173
D 121 9
D 180 89
D 39 110
D 176 22
D 150 60
D 44 164
D 186 77
D 68 164
D 105 186
D 107 99
D 37 27
D 38 120
D 56 96
D 7 171
D 80 187
D 129 144
D 91 101
D 150 151
D 173 26
D 47 60
D 197 80
D 136 96
D 180 67
D 165 107
D 42 1
D 6 89
D 54 25
D 141 164
D 72 28
D 33 184
D 95 62
D 99 64
D 35 106
D 9 156
D 166 31
D 151 37
D 189 89
D 95 136
D 70 189
D 51 158
D 70 193
D 29 3
D 71 40
D 88 122
D 154 18
D 146 40
D 80 29
D 174 64
D 137 178
D 154 106
D 171 56
D 5 197
D 26 154
D 79 27
D 51 150
D 2 172
D 20 128
D 171 48
D 134 120
D 6 23
D 79 51
D 123 146
D 123 142
D 192 110
D 153 62
D 32 65
D 105 32
D 181 106
D 148 38
D 145 80
D 172 191
D 187 38
D 113 117
D 26 94
D 104 120
D 108 186
D 36 82
D 69 103
D 170 90
D 125 113
D 44 10
D 49 10
D 5 191
D 13 194
D 89 186
D 111 145
D 115 173
D 143 157
D 143 184
D 83 101
D 152 25
D 164 33
D 170 149
D 6 103
D 103 40
D 124 64
D 54 56
D 110 39
D 60 144
D 74 92
D 86 76
D 144 19
D 18 96
D 150 160
D 112 95
D 104 186
D 152 68
D 45 75
D 66 134
D 83 160
D 135 95
D 22 158
D 111 157
D 140 162
D 63 189
D 188 193
D 110 195
D 140 164
D 179 159
D 107 186
D 19 126
D 108 94
D 58 129
D 17 178
D 128 47
D 93 165
D 167 92
D 104 96
D 75 25
D 197 5
D 23 106
D 89 131
D 0 2
D 179 159
D 136 127
D 39 120
D 130 91
D 3 141
D 98 113
D 5 170
D 94 20
D 43 195
D 18 143
D 99 78
D 27 169
D 36 164
D 48 145
D 111 101
D 176 198
D 51 76
D 140 8
D 169 185
D 2 13
D 60 69
D 26 77
D 98 102
D 37 160
D 160 83
D 89 103
D 82 132
D 87 83
D 19 53
D 65 183
D 46 177
D 155 64
D 68 132
D 83 8
D 129 99
D 36 115
D 66 68
D 36 82
D 32 92
D 127 114
D 142 24
D 152 25
D 130 101
D 49 75
D 159 128
D 147 82
D 30 137
D 188 152
D 13 85
D 146 179
D 58 32
D 162 82
D 168 115
D 67 158
D 71 87
D 121 194
D 126 7
D 48 12
D 187 193
D 173 101
D 54 72
D 197 159
D 75 155
D 118 111
D 188 160
D 112 72
D 191 108
D 106 181
D 196 134
D 45 1
D 44 164
D 135 56
D 41 147
D 179 127
D 179 49
D 149 170
D 66 151
D 188 85
D 125 155
D 181 167
D 89 18
D 127 71
D 26 72
D 23 68
D 79 74
D 111 137
D 172 148
D 20 94
D 37 134
D 160 150
D 167 18
D 81 170
D 150 98
D 182 196
D 131 136
D 118 111
D 13 132
D 18 125
D 190 117
D 37 36
D 91 101
D 70 130
D 155 158
D 121 126
D 100 42
D 72 78
D 41 69
D 184 83
D 22 183
D 73 178
D 133 197
D 24 195
D 47 153
D 158 187
D 15 62
D 83 93
D 18 151
D 104 186
D 107 128
D 119 115
D 53 127
D 179 32
D 172 129
D 162 121
D 69 147
D 5 18
D 15 172
D 185 52
D 104 174
D 65 11
D 5 183
D 161 140
D 10 169
D 183 24
D 166 148
D 3 1
D 91 154
D 56 40
D 145 48
D 79 173
D 184 61
D 21 37
D 81 195
D 159 197
D 138 97
D 161 158
D 49 151
D 172 55
D 43 50
D 197 117
D 99 163
D 75 60
D 78 110
D 37 83
D 124 66
D 68 31
D 104 47
D 39 35
D 61 196
D 32 179
D 78 24
D 3 37
D 81 51
D 75 64
D 108 24
D 176 87
D 66 146
D 191 134
D 161 25
D 100 46
D 138 78
D 137 47
D 94 102
D 74 12
D 30 176
D 176 30
D 143 124
D 137 95
D 102 140
D 135 24
D 55 109
D 39 35
D 20 176
D 196 61
D 26 72
D 30 127
D 86 129
D 88 87
B 1000
D 18 96
D 184 87
D 151 25
D 94 70
D 118 57
D 182 124
D 31 145
D 41 95
D 75 115
D 119 27
D 157 117
D 108 131
D 78 117
D 32 19
D 22 119
D 75 9
D 20 128
D 187 36
D 7 12
D 2 178
D 34 194
D 39 101
D 182 132
D 172 138
D 120 16
D 34 131
D 24 154
D 194 42
D 6 176
D 88 158
D 35 30
D 79 166
D 78 9
D 194 153
D 2 148
D 89 175
D 78 57
D 126 19
D 129 125
D 108 73
D 3 46
D 20 42
D 127 38
D 110 194
D 18 195
D 122 119
D 145 36
D 172 154
D 198 69
D 174 104
D 189 154
D 23 15
D 136 196
D 185 161
D 176 129
D 193 189
D 106 90
D 35 185
D 141 191
D 98 48
D 199 173
D 180 160
D 158 22
D 125 190
D 186 35
D 82 31
D 42 185
D 198 191
D 121 73
D 84 10
D 10 62
D 61 196
D 178 87
D 136 196
D 30 15
D 94 103
D 167 181
D 2 157
D 153 52
D 125 72
D 186 107
D 11 3
D 137 95
D 116 48
D 1 45
D 136 58
D 76 154
D 49 59
D 57 178
D 96 77
D 75 195
D 127 104
D 99 131
D 80 38
D 127 46
D 29 142
D 108 72
D 75 76
D 131 76
D 14 190
D 98 23
D 122 88
D 155 33
D 26 72
D 104 96
D 22 176
D 122 88
D 180 51
D 118 23
D 197 9
D 5 148
D 3 174
D 105 186
D 141 79
D 167 151
D 94 97
D 24 167
D 154 139
D 97 23
D 0 24
D 133 183
D 129 171
D 139 144
D 72 54
D 1 32
D 0 25
D 143 138
D 180 142
D 98 143
D 5 128
D 188 193
D 59 29
D 98 102
D 142 115
D 55 135
D 98 137
D 129 43
D 85 121
D 81 51
D 14 76
D 63 95
D 154 86
D 34 158
D 78 165
D 175 82
D 114 26
D 183 14
D 57 29
D 125 135
D 155 170
D 59 81
D 75 159
D 181 88
D 135 57
D 17 195
D 11 97
D 100 97
D 53 134
D 95 94
D 184 60
D 198 99
D 134 196
D 158 128
D 64 57
D 198 76
D 187 149
D 4 60
D 14 120
D 7 83
D 65 54
D 44 191
D 20 139
D 42 194
D 127 95
D 37 1
D 162 182
D 22 175
D 119 22
D 13 145
D 12 4
D 112 169
D 76 18
D 171 152
D 32 65
D 153 101
D 148 47
D 113 98
D 84 56
D 183 47
D 168 188
D 198 115
D 82 81
D 138 95
D 56 45
D 59 71
D 125 97
D 193 117
D 98 143
D 91 50
D 44 12
D 104 18
D 27 155
D 78 74
D 196 73
D 175 22
D 34 20
D 62 154
D 70 10
D 150 142
D 159 130
D 52 138
D 130 41
D 130 107
D 13 67
D 91 81
D 143 157
D 116 23
D 62 108
D 151 3
D 6 68
D 13 172
D 1 43
D 63 97
D 111 142
D 192 189
D 11 0
D 174 64
D 178 34
D 154 139
D 5 31
D 24 183
D 84 121
D 17 122
D 38 162
D 141 63
D 43 120
D 94 99
D 57 31
D 182 130
D 123 19
D 163 69
D 185 101
D 58 149
D 142 29
D 189 181
D 193 187
D 193 188
D 81 196
D 127 9
D 44 81
D 194 50
D 45 187
D 88 25
D 154 178
D 84 74
D 8 1
D 110 55
D 73 99
D 124 77
D 147 67
D 16 187
D 98 154
D 122 17
D 153 194
D 163 123
D 20 56
D 14 142
D 61 29
D 35 119
D 109 137
D 107 134
D 112 88
D 123 22
D 188 85
D 29 140
D 7 132
D 187 11
D 31 54
D 12 152
D 79 55
D 106 153
D 61 8
D 151 46
D 66 49
D 97 198
D 158 7
D 41 157
D 199 118
D 33 164
D 97 88
D 162 62
D 146 66
D 184 87
D 92 16
D 15 135
D 150 120
D 169 145
D 118 99
D 21 73
D 14 129
D 14 157
D 31 15
D 122 156
D 58 199
D 84 138
D 151 40
D 94 26
D 39 179
D 176 33
D 57 173
D 85 2
D 164 154
D 193 91
D 64 91
D 89 195
D 2 28
D 54 25
D 35 109
D 118 178
D 133 33
D 155 150
D 12 95
D 73 178
D 175 111
D 143 98
D 95 132
D 11 55
D 29 146
D 2 148
D 24 167
D 52 125
D 141 72
D 92 191
D 20 78
D 118 117
D 90 30
D 39 103
D 183 109
D 51 179
D 36 110
D 75 129
D 168 81
D 58 46
D 131 77
D 151 163
D 45 93
D 43 67
D 105 43
D 103 39
D 163 93
D 111 114
D 37 1
D 137 22
D 142 14
D 103 94
D 157 151
D 43 103
D 190 22
D 181 106
D 166 184
D 164 68
D 19 33
D 188 173
D 97 198
D 132 82
D 68 6
D 168 117
D 48 191
D 80 86
D 98 33
D 159 195
D 82 174
D 175 46
D 130 52
D 114 113
D 195 147
D 124 161
D 95 128
D 151 40
D 88 181
D 28 199
D 85 118
D 31 120
D 53 83
D 25 136
D 99 4
D 73 121
D 18 178
D 95 30
D 27 86
D 155 73
D 81 2
D 55 11
D 71 119
D 195 131
D 61 8
D 181 189
D 59 26
D 30 1
D 8 104
D 51 157
D 27 1
D 97 138
D 188 40
D 76 194
D 137 80
D 173 138
D 17 104
D 99 11
D 157 177
D 71 41
D 120 50
D 175 143
D 109 177
D 51 144
D 90 74
D 108 185
D 47 1
D 83 8
D 124 49
D 123 146
D 23 199
D 17 178
D 126 113
D 62 8
D 106 130
D 126 131
D 98 147
D 140 11
D 197 102
D 3 170
D 166 26
D 52 130
D 173 42
D 16 131
D 121 126
D 160 136
D 123 65
D 137 39
D 17 128
D 148 5
D 31 54
D 38 174
D 114 129
D 146 35
D 136 145
D 36 110
D 97 109
D 161 25
D 171 178
D 84 10
D 171 112
D 167 110
D 45 29
D 157 185
D 20 3
D 117 124
D 149 41
D 163 84
D 19 107
D 13 5
D 38 20
D 186 65
D 121 9
D 89 109
D 84 10
D 143 18
D 68 36
D 108 4
D 44 10
D 99 78
D 24 108
D 109 138
D 177 194
D 0 4
D 40 156
D 154 18
D 157 160
D 8 189
D 137 4
D 89 97
D 57 135
D 17 104
D 8 179
D 5 43
D 9 184
D 155 44
D 87 3
D 39 43
D 17 153
D 156 46
D 170 132
D 81 122
D 71 54
D 189 63
D 164 68
D 126 111
D 124 143
D 153 100
D 9 77
D 178 146
D 152 75
D 34 102
D 172 157
D 43 122
D 186 43
D 185 148
D 84 129
D 176 107
D 158 33
D 148 21
D 74 82
D 53 184
D 120 123
D 79 65
D 60 47
D 9 137
D 53 127
D 144 101
D 134 125
D 129 84
D 174 133
D 126 137
D 143 100
D 43 67
D 128 158
D 47 148
D 112 88
D 179 9
D 109 104
D 17 151
D 162 87
D 115 55
D 115 80
D 115 47
D 157 137
D 196 162
D 62 168
D 40 180
D 68 130
D 73 156
D 198 62
D 179 127
D 148 124
D 9 96
D 118 57
D 125 113
D 127 4
D 98 59
D 194 6
D 20 48
D 64 174
D 136 177
D 80 137
D 29 129
D 85 94
D 156 181
D 186 107
D 104 96
D 135 172
D 73 148
D 66 91
D 69 94
D 177 30
D 165 159
D 59 48
D 34 157
D 14 147
D 5 41
D 27 58
D 185 102
D 64 159
D 113 98
D 11 127
D 152 190
D 101 111
D 151 49
D 49 170
D 198 62
D 134 101
D 160 68
D 180 77
D 27 15
D 117 190
D 54 68
D 152 84
D 102 156
D 176 76
D 48 158
D 62 168
D 127 171
D 192 142
D 145 159
D 73 50
D 172 157
D 105 182
D 198 159
D 98 94
D 28 189
D 139 138
D 109 149
D 150 157
D 111 94
D 8 26
D 102 160
D 54 63
D 72 171
D 11 127
D 14 42
D 188 175
D 183 197
D 147 69
D 69 4
D 100 95
D 169 190
D 156 96
D 137 129
D 114 102
D 66 100
D 73 13
D 2 184
D 119 145
D 131 19
D 114 101
D 16 162
D 103 126
D 127 181
D 158 136
D 83 37
D 198 69
D 52 113
D 149 24
D 155 75
D 19 193
D 170 73
D 11 38
D 45 18
D 170 21
D 173 66
D 197 98
D 26 32
D 106 192
D 89 109
D 128 69
D 74 86
D 178 87
D 139 64
D 146 169
D 149 41
D 20 187
D 131 110
D 12 120
D 178 61
D 51 71
D 45 56
D 173 101
D 109 70
D 119 163
D 53 83
D 111 175
D 103 94
D 185 101
D 66 100
D 18 104
D 54 9
D 132 50
D 108 61
D 7 157
D 21 0
D 70 49
D 19 0
D 120 139
D 167 62
D 29 1
D 8 61
D 31 116
D 151 46
D 3 24
D 192 32
D 44 182
D 93 38
D 49 132
D 171 72
D 196 132
D 22 45
D 78 95
D 58 71
D 132 170
D 182 119
D 102 171
D 21 198
D 71 142
D 42 173
D 194 133
D 131 9
D 4 148
D 8 61
D 61 184
D 123 22
D 190 92
D 22 167
D 198 159
D 27 15
D 177 182
D 69 54
D 70 92
D 24 6
D 93 74
D 185 52
D 174 35
D 14 183
D 125 155
D 16 58
D 131 99
D 62 42
D 129 81
D 107 184
D 153 176
D 18 96
D 133 33
D 117 154
D 12 74
D 2 148
D 132 163
D 68 180
D 50 195
D 27 119
D 90 74
D 192 176
D 180 43
D 35 29
D 21 162
D 54 64
D 183 65
D 99 62
D 188 65
D 144 61
D 16 48
D 31 107
D 123 127
D 49 10
D 99 145
D 4 52
D 11 184
D 154 150
D 113 123
D 62 10
D 50 132
D 87 20
D 30 41
D 115 33
D 65 55
D 68 93
D 90 86
D 188 160
D 121 29
D 102 164
D 19 123
D 25 169
D 16 58
D 199 118
D 15 62
D 199 124
D 34 109
D 15 33
D 77 115
D 60 54
D 71 195
D 43 176
D 108 69
D 4 108
D 62 167
D 191 44
D 175 103
D 32 105
D 75 29
D 121 178
D 175 103
D 145 169
D 137 116
D 81 93
D 148 96
D 44 75
D 3 103
D 182 199
D 178 130
D 50 79
D 57 26
D 74 75
D 185 9
D 52 159
D 194 153
D 146 187
D 49 132
D 122 17
D 155 41
D 7 96
D 186 107
D 143 24
D 192 75
D 153 88
D 135 133
D 82 147
D 143 184
D 183 190
D 161 45
D 117 168
D 80 115
D 113 114
D 142 180
D 76 18
D 123 180
D 179 146
D 47 183
D 105 32
D 95 129
D 67 180
D 114 161
D 16 48
D 60 191
D 158 12
D 49 66
D 47 60
D 19 40
D 90 168
D 43 184
D 97 88
D 86 96
D 135 148
D 98 33
D 138 109
D 192 141
D 72 28
D 43 5
D 93 38
D 122 127
D 141 125
D 108 148
D 21 125
D 171 165
D 125 198
D 65 146
D 85 13
D 172 5
D 138 95
D 152 119
D 8 58
D 166 96
D 91 148
D 153 38
D 137 35
D 149 58
D 35 106
D 32 179
D 136 196
D 19 123
D 84 151
D 111 101
D 33 115
D 132 50
D 138 64
D 160 78
D 135 56
D 59 27
D 173 101
D 37 141
D 108 4
D 144 51
D 134 191
D 193 50
D 101 128
D 79 50
D 15 149
D 110 121
D 104 8
D 75 25
D 144 14
D 193 19
D 13 154
D 43 105
D 1 27
D 133 95
D 73 44
D 13 55
D 49 10
D 75 9
D 17 153
D 82 132
D 141 116
D 180 5
D 48 186
D 49 92
D 182 88
D 121 193
D 135 124
D 2 13
D 81 30
D 19 128
D 123 142
D 188 193
D 109 8
D 166 79
D 31 55
D 111 15
D 56 88
D 172 9
D 194 177
D 111 183
D 14 129
D 58 68
D 189 117
D 191 44
D 93 84
D 68 35
D 71 65
D 94 105
D 45 75
D 111 114
D 154 89
D 116 7
D 104 146
D 86 145
D 185 7
D 40 114
D 10 65
D 157 49
D 51 68
D 184 23
D 159 107
D 14 178
D 58 32
D 133 3
D 56 58
D 29 1
D 174 30
D 116 8
D 6 30
D 164 140
D 175 179
D 95 94
D 179 135
D 111 151
D 74 85
D 79 27
D 94 109
D 58 56
D 37 134
D 85 145
D 19 79
D 68 132
D 88 25
D 44 127
D 55 32
D 25 136
D 119 113
D 13 197
D 22 107
D 118 101
D 105 174
D 98 197
D 180 133
D 164 133
D 19 88
D 125 83
D 74 84
D 40 189
D 15 30
D 183 65
D 42 36
D 186 46
D 190 41
D 12 183
D 134 14
D 101 178
D 33 84
D 141 6
D 76 18
D 199 118
D 144 51
D 12 48
D 114 102
D 73 130
D 182 106
D 17 88
D 103 16
D 35 68
D 116 140
D 114 26
D 5 193
D 169 157
D 80 122
D 64 165
D 32 78
D 127 19
D 97 140
D 39 4
D 87 106
D 107 70
D 146 2
D 21 111
B 1000
D 31 73
D 52 127
D 120 126
D 124 161
D 76 22
D 36 121
D 119 2
D 192 110
D 127 55
D 176 198
D 17 178
D 111 142
D 161 109
D 139 136
D 21 162
D 38 153
D 117 95
D 164 102
D 37 59
D 168 61
D 196 182
D 179 135
D 194 148
D 118 57
D 110 167
D 187 28
D 128 69
D 48 17
D 101 195
D 120 114
D 48 76
D 122 199
D 48 27
D 129 75
D 83 125
D 168 62
D 0 15
D 19 72
D 75 129
D 159 118
D 169 196
D 173 42
D 26 66
D 50 120
D 41 74
D 92 59
D 105 64
D 162 183
D 70 92
D 169 27
D 6 197
D 94 112
D 116 181
D 134 125
D 182 157
D 3 187
D 61 159
D 77 124
D 130 178
D 12 123
D 3 118
D 179 159
D 79 180
D 172 191
D 18 168
D 183 111
D 175 132
D 3 51
D 188 76
D 94 98
D 46 148
D 5 77
D 166 184
D 149 64
D 18 10
D 192 51
D 109 21
D 184 51
D 55 49
D 113 52
D 59 37
D 123 165
D 156 98
D 105 24
D 15 172
D 12 74
D 106 133
D 169 115
D 186 124
D 100 193
D 75 9
D 59 6
D 33 185
D 90 29
D 85 145
D 76 167
D 99 92
D 117 124
D 87 159
D 195 131
D 150 28
D 72 92
D 108 30
D 92 185
D 35 68
D 109 183
D 149 123
D 199 71
D 21 160
D 35 109
D 158 65
D 104 186
D 30 27
D 188 76
D 152 119
D 119 131
D 15 149
D 90 16
D 70 193
D 65 34
D 127 117
D 121 43
D 198 153
D 115 80
D 122 195
D 187 16
D 48 1
D 103 3
D 33 19
D 155 125
D 120 48
D 55 135
D 45 187
D 136 139
D 133 86
D 84 156
D 70 128
D 137 177
D 157 122
D 113 11
D 84 151
D 195 122
D 125 129
D 191 112
D 80 133
D 0 18
D 98 156
D 47 67
D 91 74
D 112 171
D 156 96
D 103 40
D 155 41
D 53 146
D 137 177
D 77 124
D 14 93
D 75 29
D 89 154
D 139 196
D 78 15
D 13 2
D 137 47
D 67 175
D 152 189
D 165 47
D 160 83
D 62 63
D 100 122
D 84 31
D 130 106
D 51 179
D 15 31
D 131 139
D 35 39
D 87 150
D 138 95
D 188 85
D 73 10
D 115 46
D 30 90
D 101 146
D 39 60
D 0 17
D 136 196
D 185 169
D 77 180
D 159 102
D 168 151
D 170 49
D 174 3
D 36 42
D 66 100
D 50 187
D 186 165
D 199 25
D 84 66
D 105 72
D 182 177
D 127 105
D 55 65
D 35 75
D 111 175
D 173 133
D 129 172
D 112 125
D 29 143
D 186 108
D 10 163
D 11 38
D 140 164
D 176 76
D 100 147
D 23 70
D 193 179
D 196 130
D 164 181
D 131 77
D 131 124
D 119 5
D 31 47
D 198 62
D 159 86
D 154 91
D 111 7
D 121 162
D 105 94
D 138 31
D 112 176
D 150 153
D 62 149
D 135 172
D 71 190
D 8 189
D 180 68
D 11 89
D 13 179
D 14 178
D 157 49
D 119 122
D 188 152
D 199 160
D 16 168
D 196 134
D 101 91
D 8 42
D 172 11
D 27 181
D 137 66
D 62 179
D 30 13
D 142 192
D 153 106
D 36 187
D 159 198
D 135 73
D 105 64
D 5 13
D 84 119
D 191 48
D 84 166
D 91 25
D 135 15
D 13 197
D 190 106
D 187 20
D 87 52
D 190 125
D 142 52
D 12 139
D 13 5
D 56 96
D 45 29
D 191 181
D 55 158
D 62 63
D 178 14
D 168 117
D 182 133
D 149 123
D 136 86
D 32 188
D 197 104
D 106 64
D 28 60
D 81 82
D 168 40
D 172 183
D 187 176
D 50 73
D 8 170
D 87 72
D 153 118
D 27 58
D 114 169
D 192 141
D 74 38
D 150 10
D 173 136
D 170 39
D 109 55
D 40 21
D 23 158
D 64 188
D 120 31
D 27 15
D 95 75
D 167 125
D 181 85
D 3 8
D 50 132
D 169 109
D 7 111
D 51 179
D 110 39
D 168 110
D 106 94
D 199 19
D 16 183
D 100 94
D 166 2
D 178 101
D 92 77
D 120 40
D 42 129
D 12 139
D 160 26
D 111 137
D 25 37
D 47 124
D 74 73
D 101 171
D 90 183
D 154 91
D 111 118
D 21 126
D 102 45
D 92 195
D 76 51
D 26 0
D 95 41
D 92 74
D 66 134
D 117 34
D 42 33
D 151 105
D 130 52
D 183 172
D 144 51
D 163 114
D 188 173
D 199 18
D 126 137
D 93 96
D 105 127
D 185 108
D 88 17
D 88 122
D 129 86
D 57 11
D 71 76
D 86 165
D 120 12
D 30 178
D 101 134
D 185 37
D 46 132
D 119 177
D 14 105
D 147 29
D 115 134
D 27 0
D 194 108
D 134 191
D 24 82
D 64 165
D 159 64
D 116 100
D 150 155
D 169 27
D 64 91
D 136 125
D 7 98
D 174 51
D 45 187
D 140 97
D 48 1
D 73 10
D 4 181
D 46 132
D 112 27
D 5 0
D 31 47
D 185 183
D 182 44
D 100 66
D 20 155
D 128 70
D 114 166
D 148 136
D 127 159
D 100 147
D 49 55
D 21 0
D 186 3
D 76 51
D 89 30
D 18 157
D 22 160
D 126 2
D 8 3
D 193 129
D 187 164
D 60 57
D 142 164
D 91 101
D 27 138
D 86 178
D 196 50
D 196 50
D 176 198
D 21 113
D 69 108
D 43 106
D 73 13
D 99 145
D 95 131
D 181 64
D 125 129
D 80 122
D 79 127
D 86 129
D 91 118
D 38 42
D 24 78
D 0 10
D 22 160
D 99 156
D 153 76
D 10 95
D 19 33
D 149 29
D 154 77
D 34 105
D 48 20
D 91 38
D 65 146
D 62 154
D 61 193
D 185 37
D 40 1
D 2 146
D 197 75
D 103 27
D 82 60
D 71 130
D 170 96
D 44 77
D 46 167
D 130 185
D 95 133
D 193 187
D 70 74
D 143 132
D 109 106
D 0 20
D 123 69
D 61 40
D 122 157
D 91 64
D 99 126
D 39 137
D 100 122
D 101 39
D 79 51
D 50 187
D 142 40
D 188 175
D 92 77
D 103 22
D 177 44
D 193 6
D 12 132
D 161 124
D 139 35
D 1 38
D 65 40
D 187 50
D 158 76
D 138 179
D 126 133
D 16 174
D 23 184
D 52 97
D 22 124
D 34 194
D 45 1
D 39 78
D 114 157
D 148 145
D 80 162
D 197 75
D 109 176
D 111 94
D 156 122
D 189 193
D 59 148
D 7 129
D 199 79
D 163 41
D 5 162
D 86 178
D 183 184
D 16 3
D 163 42
D 73 178
D 40 21
D 94 95
D 125 136
D 179 137
D 41 71
D 68 72
D 62 179
D 2 124
D 61 162
D 118 199
D 92 167
D 124 135
D 102 88
D 135 56
D 164 127
D 89 11
D 45 189
D 17 126
D 84 45
D 65 123
D 107 165
D 196 50
D 101 94
D 176 198
D 54 30
D 80 115
D 73 135
D 145 111
D 35 39
D 72 26
D 57 47
D 107 45
D 80 115
D 114 107
D 6 27
D 45 18
D 186 38
D 171 114
D 44 164
D 189 115
D 55 170
D 20 78
D 78 99
D 97 88
D 184 119
D 184 122
D 83 74
D 121 3
D 194 42
D 129 106
D 136 125
D 24 82
D 186 77
D 166 88
D 171 21
D 94 96
D 18 160
D 126 137
D 38 127
D 147 14
D 147 174
D 9 71
D 38 167
D 69 163
D 17 153
D 23 96
D 8 183
D 174 105
D 74 91
D 133 164
D 22 123
D 157 174
D 104 146
D 131 34
D 95 75
D 35 98
D 19 29
D 79 167
D 85 34
D 130 73
D 152 12
D 47 142
D 106 64
D 18 125
D 128 101
D 43 46
D 105 182
D 155 129
D 117 168
D 39 78
D 164 64
D 82 11
D 185 42
D 17 194
D 93 90
D 133 40
D 185 103
D 49 16
D 6 23
D 112 49
D 110 103
D 33 112
D 190 117
D 150 155
D 46 127
D 106 33
D 152 25
D 77 59
D 50 187
D 0 27
D 42 48
D 188 168
D 66 156
D 103 6
D 186 104
D 114 60
D 71 142
D 38 100
D 110 91
D 38 186
D 186 43
D 73 128
D 70 189
D 187 163
D 171 129
D 14 183
D 115 168
D 106 192
D 26 133
D 77 9
D 140 116
D 185 93
D 53 119
D 120 123
D 71 40
D 134 21
D 110 79
D 167 143
D 10 40
D 118 150
D 174 148
D 24 127
D 40 189
D 190 35
D 92 77
D 15 115
D 24 51
D 145 80
D 1 35
D 71 9
D 36 121
D 23 97
D 95 63
D 163 42
D 196 58
D 90 170
D 144 25
D 120 126
D 25 61
D 151 167
D 24 6
D 135 153
D 54 70
D 175 46
D 79 199
D 197 5
D 82 148
D 135 138
D 70 43
D 40 25
D 145 101
D 190 88
D 159 82
D 161 163
D 96 94
D 24 26
D 39 66
D 174 6
D 131 124
D 159 32
D 104 47
D 162 17
D 177 67
D 2 184
D 9 100
D 25 125
D 186 13
D 121 73
D 184 47
D 40 142
D 121 102
D 8 13
D 96 104
D 118 170
D 103 117
D 13 5
D 44 73
D 38 187
D 5 82
D 138 9
D 88 112
D 41 149
D 73 69
D 199 25
D 47 143
D 57 54
D 13 30
D 79 166
D 61 144
D 179 8
D 115 80
D 18 195
D 63 189
D 176 107
D 30 142
D 16 120
D 144 31
D 189 103
D 35 58
D 150 12
D 144 139
D 159 107
D 27 72
D 198 84
D 116 161
D 124 135
D 34 146
D 17 162
D 68 118
D 60 54
D 30 158
D 193 5
D 164 170
D 124 22
D 111 32
D 72 103
D 92 99
D 98 168
D 22 23
D 82 24
D 129 176
D 116 144
D 112 95
D 95 36
D 29 142
D 186 108
D 13 0
D 120 95
D 46 167
D 147 14
D 44 164
D 15 27
D 160 199
D 147 49
D 22 137
D 101 178
D 0 5
D 150 24
D 94 13
D 195 138
D 100 72
D 101 23
D 176 107
D 115 96
D 153 106
D 112 94
D 179 8
D 24 12
D 94 69
D 196 185
D 106 181
D 49 122
D 21 57
D 102 159
D 33 106
D 8 160
D 125 129
D 169 111
D 28 126
D 137 116
D 68 4
D 163 79
D 33 190
D 19 63
D 110 195
D 109 8
D 69 42
D 81 6
D 187 51
D 84 199
D 127 171
D 27 0
D 27 37
D 83 77
D 49 16
D 98 48
D 64 198
D 129 172
D 117 168
D 127 179
D 166 114
D 125 48
D 132 82
D 60 173
D 100 56
D 102 164
D 34 20
D 35 122
D 122 113
D 18 151
D 96 93
D 120 8
D 80 137
D 105 65
D 28 2
D 190 65
D 126 180
D 124 76
D 46 154
D 68 35
D 22 176
D 56 89
D 130 37
D 58 56
D 166 197
D 77 28
D 90 86
D 193 70
D 184 122
D 177 138
D 157 111
