B 100
I 11 80
I 21 115
I 21 58
I 36 149
I 169 123
I 62 169
I 90 100
I 30 190
I 151 43
I 186 16
I 140 6
I 68 3
I 85 23
I 127 86
I 5 142
I 194 112
I 67 120
I 149 28
I 78 42
I 24 107
I 70 181
I 135 48
I 39 135
I 85 30
I 91 171
I 123 28
I 139 7
I 116 20
I 28 179
I 92 60
I 66 110
I 22 91
I 156 145
I 89 133
I 13 98
I 46 152
I 114 180
I 45 74
I 45 39
I 123 49
I 18 42
I 187 21
I 10 46
I 170 176
I 26 64
I 105 129
I 10 151
I 177 1
I 53 9
I 50 134
I 60 83
I 197 185
I 111 9
I 83 163
I 20 63
I 132 60
I 74 63
I 96 29
I 183 119
I 50 111
I 137 160
I 102 27
I 65 137
I 197 129
I 170 47
I 192 160
I 178 141
I 106 174
I 50 65
I 59 116
I 116 194
I 8 127
I 127 153
I 190 189
I 65 22
I 154 66
I 90 142
I 152 195
I 11 183
I 173 180
I 140 10
I 61 4
I 90 198
I 44 143
B 100
I 103 190
I 68 169
I 51 13
I 47 23
I 68 156
I 39 140
I 179 119
I 167 57
I 31 89
I 160 155
I 118 21
I 123 157
I 191 20
I 130 57
I 95 34
I 191 26
I 86 88
I 100 75
I 144 122
I 152 59
I 101 14
I 152 66
I 16 130
I 169 160
I 74 144
I 147 91
I 171 136
I 96 29
I 174 128
I 195 54
I 13 54
I 99 0
I 127 103
I 145 50
I 16 78
I 84 115
I 88 127
I 16 176
I 123 103
I 164 73
I 29 132
I 194 156
I 57 55
I 111 31
I 30 74
I 5 169
I 94 2
I 179 28
I 27 189
I 16 194
I 154 57
I 58 107
I 15 137
I 38 27
I 40 97
I 129 160
I 17 43
I 146 25
I 43 31
I 66 31
I 76 161
I 132 164
I 127 126
I 129 120
I 148 155
I 10 100
I 26 148
I 54 167
I 18 58
I 21 66
I 182 18
I 106 31
I 7 181
I 147 81
I 195 34
I 70 69
I 44 173
I 59 135
I 117 192
I 3 18
I 54 198
I 4 140
I 106 152
I 113 14
I 26 89
I 151 182
I 143 99
I 47 54
I 49 101
I 181 94
I 169 65
I 169 124
I 32 44
I 98 190
I 7 84
I 196 44
I 110 158
I 55 102
I 70 178
I 187 104
B 100
I 195 90
I 0 191
I 164 84
I 123 10
I 19 68
I 123 173
I 101 141
I 171 162
I 11 177
I 95 67
I 126 187
I 114 8
I 85 185
I 37 155
I 136 135
I 108 19
I 50 29
I 49 176
I 13 97
I 119 114
I 53 141
I 62 16
I 130 13
I 82 192
I 43 31
I 14 122
I 148 132
I 176 148
I 24 53
I 1 85
I 69 182
I 3 94
I 28 31
I 193 110
I 32 83
I 137 175
I 24 53
I 106 49
I 184 189
I 65 19
I 157 123
I 58 127
I 193 15
I 137 62
I 84 5
I 188 125
I 106 137
I 83 137
I 141 101
I 98 34
I 190 30
I 145 68
I 34 153
I 141 10
I 130 190
I 144 137
I 145 67
I 56 103
I 128 48
I 31 12
I 52 65
I 184 199
I 156 166
I 133 150
I 176 168
I 70 30
I 43 66
I 82 171
I 156 131
I 15 167
I 122 36
I 51 26
I 81 183
I 153 11
I 11 192
I 197 108
I 8 96
I 167 131
I 26 137
I 122 106
I 145 118
I 149 117
I 143 186
I 87 9
I 195 133
I 161 28
I 70 75
I 185 73
I 142 58
I 13 138
I 34 139
I 14 188
I 114 1
I 29 68
I 196 36
I 14 165
I 86 176
I 20 197
I 98 149
I 102 113
B 100
I 147 185
I 26 42
I 130 23
I 26 140
I 25 141
I 60 22
I 170 68
I 45 158
I 80 25
I 79 122
I 131 138
I 130 35
I 145 73
I 148 44
I 57 99
I 146 161
I 65 156
I 160 152
I 193 12
I 86 144
I 75 12
I 182 26
I 93 144
I 133 171
I 77 30
I 13 32
I 31 161
I 139 72
I 8 20
I 49 143
I 99 48
I 47 194
I 169 75
I 190 62
I 77 30
I 93 118
I 90 193
I 125 12
I 184 165
I 105 98
I 152 137
I 87 42
I 120 67
I 50 17
I 96 106
I 107 10
I 9 190
I 177 89
I 144 184
I 128 61
I 182 95
I 169 18
I 159 133
I 85 59
I 113 7
I 77 193
I 187 191
I 42 45
I 176 135
I 59 163
I 66 29
I 162 136
I 65 21
I 159 65
I 60 187
I 156 152
I 134 159
I 101 35
I 164 182
I 117 80
I 143 105
I 196 192
I 87 180
I 59 58
I 81 41
I 126 106
I 116 85
I 71 43
I 59 111
I 60 84
I 199 32
I 61 169
I 70 50
I 104 60
I 51 61
I 130 198
I 29 169
I 141 131
I 69 97
I 95 84
I 51 98
I 174 40
I 164 87
I 186 180
I 141 198
I 56 97
I 141 25
I 65 151
I 187 189
I 77 170
B 100
I 12 146
I 163 15
I 124 55
I 2 120
I 100 21
I 81 189
I 117 115
I 40 117
I 197 69
I 79 189
I 73 37
I 22 181
I 152 186
I 0 156
I 99 97
I 51 19
I 168 71
I 174 155
I 3 21
I 69 49
I 155 87
I 88 13
I 141 52
I 173 176
I 190 113
I 84 52
I 35 131
I 58 111
I 79 29
I 122 102
I 186 69
I 130 100
I 99 146
I 131 156
I 100 135
I 131 85
I 74 184
I 88 184
I 196 96
I 167 89
I 66 86
I 29 174
I 93 162
I 19 94
I 144 5
I 117 151
I 148 28
I 14 34
I 91 29
I 153 67
I 193 65
I 109 130
I 103 173
I 146 52
I 150 89
I 36 102
I 11 42
I 54 103
I 126 184
I 68 96
I 108 68
I 180 41
I 176 120
I 86 41
I 122 175
I 49 43
I 150 64
I 82 37
I 157 179
I 53 177
I 127 1
I 129 143
I 166 37
I 114 18
I 185 150
I 190 198
I 57 159
I 123 99
I 137 141
I 56 198
I 115 9
I 129 49
I 74 42
I 113 191
I 137 42
I 17 186
I 101 0
I 58 42
I 127 7
I 51 166
I 31 137
I 182 79
I 199 155
I 101 123
I 63 22
I 129 28
I 65 102
I 85 197
I 52 106
I 101 20
B 100
I 34 66
I 101 164
I 145 149
I 166 99
I 27 156
I 77 185
I 123 59
I 183 115
I 152 125
I 163 63
I 77 155
I 24 121
I 136 141
I 160 147
I 149 180
I 30 5
I 67 184
I 62 80
I 68 123
I 118 166
I 180 46
I 101 35
I 15 32
I 6 106
I 141 102
I 184 27
I 84 57
I 55 46
I 46 193
I 153 127
I 0 31
I 20 192
I 186 10
I 142 2
I 49 159
I 194 39
I 73 163
I 104 12
I 36 189
I 29 13
I 192 160
I 132 176
I 14 137
I 30 106
I 71 62
I 71 8
I 127 60
I 5 192
I 183 27
I 180 35
I 135 44
I 80 42
I 129 194
I 16 75
I 171 140
I 85 148
I 6 107
I 191 70
I 176 163
I 97 188
I 19 173
I 103 68
I 115 179
I 85 198
I 198 150
I 32 199
I 37 125
I 93 25
I 68 74
I 30 8
I 21 195
I 72 142
I 190 172
I 102 149
I 173 27
I 104 74
I 132 120
I 199 31
I 19 89
I 43 155
I 199 65
I 195 121
I 185 156
I 192 20
I 187 170
I 90 101
I 132 102
I 106 186
I 17 171
I 87 58
I 64 130
I 27 100
I 158 19
I 49 24
I 20 172
I 109 133
I 105 133
I 164 173
I 64 93
I 198 27
B 100
I 51 136
I 49 123
I 112 55
I 79 1
I 131 88
I 106 103
I 110 135
I 1 167
I 11 37
I 170 16
I 21 186
I 13 175
I 141 176
I 92 175
I 194 21
I 61 183
I 145 66
I 178 139
I 42 150
I 42 99
I 142 57
I 34 62
I 24 101
I 113 160
I 193 122
I 7 109
I 78 182
I 66 107
I 82 101
I 112 146
I 21 156
I 92 13
I 142 199
I 148 41
I 55 53
I 147 157
I 170 25
I 24 158
I 59 23
I 43 131
I 183 176
I 29 114
I 42 56
I 101 59
I 8 93
I 70 145
I 179 198
I 11 198
I 144 34
I 190 77
I 155 28
I 135 174
I 35 92
I 37 16
I 179 101
I 122 163
I 65 167
I 35 157
I 53 149
I 61 98
I 106 45
I 4 7
I 29 181
I 167 134
I 71 165
I 83 162
I 174 70
I 176 17
I 77 161
I 125 46
I 107 185
I 177 22
I 5 89
I 32 120
I 65 159
I 64 35
I 73 115
I 164 136
I 128 132
I 186 36
I 199 38
I 70 194
I 5 55
I 55 146
I 42 46
I 92 110
I 113 97
I 178 120
I 172 73
I 159 188
I 14 54
I 144 149
I 119 172
I 98 193
I 44 124
I 75 41
I 56 90
I 142 69
I 34 153
I 91 93
B 100
I 116 168
I 22 199
I 198 151
I 114 192
I 27 76
I 130 192
I 153 53
I 117 39
I 155 58
I 12 138
I 126 175
I 177 172
I 195 158
I 178 163
I 59 198
I 196 108
I 90 112
I 90 75
I 147 166
I 79 142
I 102 187
I 199 133
I 55 18
I 181 183
I 79 124
I 153 147
I 77 2
I 99 45
I 39 81
I 0 151
I 142 33
I 59 196
I 141 19
I 12 89
I 60 67
I 52 109
I 167 128
I 43 17
I 74 49
I 68 161
I 126 46
I 40 67
I 104 92
I 61 151
I 84 109
I 64 34
I 45 28
I 166 101
I 108 105
I 126 52
I 55 39
I 59 74
I 49 98
I 80 111
I 180 58
I 22 77
I 198 182
I 119 66
I 181 35
I 117 116
I 28 66
I 184 187
I 2 118
I 28 18
I 112 123
I 185 46
I 124 58
I 77 187
I 40 41
I 16 79
I 5 62
I 180 178
I 113 40
I 19 119
I 132 38
I 110 174
I 150 65
I 174 65
I 28 40
I 58 127
I 33 146
I 138 70
I 101 56
I 10 121
I 25 76
I 158 167
I 146 10
I 91 85
I 192 98
I 128 149
I 70 5
I 112 6
I 163 61
I 13 69
I 28 123
I 162 149
I 177 191
I 49 192
I 1 179
I 91 155
B 100
I 10 158
I 7 51
I 23 141
I 124 35
I 31 32
I 94 143
I 183 44
I 91 41
I 197 107
I 138 130
I 76 144
I 152 73
I 177 148
I 196 33
I 172 159
I 173 145
I 181 3
I 148 94
I 35 70
I 18 114
I 25 93
I 12 81
I 29 60
I 10 14
I 51 111
I 87 9
I 21 50
I 172 56
I 192 157
I 73 76
I 193 84
I 18 163
I 119 92
I 23 169
I 138 46
I 56 65
I 142 2
I 117 33
I 98 96
I 139 49
I 110 124
I 20 137
I 114 67
I 105 116
I 188 96
I 96 26
I 18 140
I 158 108
I 34 3
I 179 113
I 44 35
I 105 49
I 111 125
I 49 58
I 153 156
I 103 102
I 115 118
I 105 10
I 147 2
I 143 183
I 102 9
I 79 115
I 151 140
I 116 89
I 31 154
I 94 165
I 174 42
I 172 49
I 53 56
I 78 188
I 99 45
I 38 25
I 36 64
I 152 61
I 113 73
I 6 11
I 76 99
I 22 92
I 134 1
I 138 77
I 41 105
I 42 162
I 99 77
I 139 96
I 174 109
I 86 29
I 114 35
I 148 43
I 91 21
I 19 192
I 91 23
I 136 72
I 185 126
I 108 180
I 199 138
I 98 177
I 18 162
I 177 115
I 39 72
I 139 29
B 100
I 124 63
I 44 119
I 175 35
I 29 11
I 50 171
I 107 9
I 4 74
I 162 56
I 12 84
I 179 185
I 152 79
I 42 30
I 20 199
I 62 71
I 88 152
I 35 125
I 88 123
I 188 39
I 105 132
I 107 193
I 62 100
I 173 104
I 52 50
I 81 127
I 177 198
I 194 73
I 130 61
I 108 91
I 156 104
I 188 11
I 18 87
I 83 136
I 155 142
I 126 136
I 153 85
I 13 11
I 175 169
I 150 125
I 120 112
I 96 17
I 41 117
I 7 182
I 33 69
I 118 151
I 59 31
I 29 95
I 102 9
I 126 146
I 123 136
I 35 16
I 158 69
I 156 42
I 51 42
I 36 146
I 107 121
I 115 4
I 20 147
I 75 86
I 195 134
I 116 152
I 93 192
I 169 184
I 71 93
I 154 32
I 194 157
I 127 89
I 60 133
I 142 4
I 34 96
I 130 187
I 63 185
I 117 135
I 65 116
I 100 79
I 163 87
I 14 151
I 161 42
I 104 84
I 55 83
I 191 2
I 124 155
I 103 51
I 20 122
I 116 156
I 106 47
I 196 157
I 90 31
I 194 91
I 138 14
I 85 14
I 38 145
I 81 110
I 148 66
I 84 123
I 139 171
I 176 3
I 94 19
I 42 178
I 147 187
I 81 32
B 100
I 30 61
I 115 191
I 176 19
I 69 109
I 47 93
I 194 75
I 186 155
I 29 52
I 156 147
I 190 156
I 75 125
I 21 32
I 12 161
I 123 147
I 160 24
I 141 61
I 4 161
I 51 12
I 39 70
I 165 151
I 91 182
I 42 117
I 144 15
I 27 13
I 138 102
I 13 22
I 126 196
I 154 9
I 188 31
I 72 0
I 81 83
I 107 120
I 185 76
I 32 29
I 198 49
I 74 42
I 7 70
I 196 27
I 1 99
I 38 27
I 140 91
I 72 67
I 68 196
I 172 105
I 104 194
I 149 174
I 108 153
I 2 113
I 150 67
I 68 99
I 141 179
I 112 110
I 71 60
I 12 124
I 76 99
I 193 133
I 73 195
I 196 42
I 50 122
I 177 56
I 105 37
I 95 172
I 118 175
I 123 130
I 86 36
I 28 52
I 180 137
I 80 50
I 184 108
I 181 52
I 173 105
I 97 136
I 108 42
I 103 111
I 112 37
I 55 180
I 119 90
I 90 117
I 58 148
I 37 73
I 150 92
I 151 2
I 163 70
I 159 134
I 66 42
I 85 144
I 121 141
I 130 44
I 60 19
I 175 4
I 176 56
I 192 71
I 92 56
I 2 49
I 82 181
I 43 187
I 161 80
I 93 31
I 64 111
I 47 98
B 100
I 99 171
I 92 33
I 11 192
I 27 141
I 148 100
I 85 56
I 95 71
I 150 27
I 99 167
I 101 139
I 128 88
I 24 60
I 58 26
I 139 24
I 7 146
I 149 166
I 33 65
I 195 108
I 52 58
I 12 196
I 138 57
I 180 25
I 109 171
I 111 44
I 100 19
I 171 12
I 35 116
I 145 126
I 120 171
I 51 12
I 187 159
I 194 45
I 56 29
I 187 131
I 45 110
I 80 54
I 145 70
I 69 101
I 67 144
I 78 86
I 143 141
I 79 60
I 159 148
I 43 87
I 194 176
I 162 97
I 129 82
I 37 147
I 6 69
I 184 15
I 45 73
I 44 110
I 70 188
I 150 189
I 36 163
I 155 88
I 91 65
I 150 35
I 84 39
I 63 182
I 107 33
I 54 144
I 172 140
I 16 123
I 135 59
I 165 30
I 82 124
I 66 143
I 140 28
I 148 18
I 74 46
I 29 155
I 9 29
I 74 150
I 141 179
I 87 86
I 89 22
I 84 124
I 80 9
I 48 114
I 8 158
I 141 102
I 97 67
I 100 169
I 154 181
I 20 60
I 6 178
I 118 188
I 186 113
I 114 4
I 182 94
I 72 110
I 187 141
I 116 151
I 104 156
I 36 46
I 4 9
I 76 181
I 141 78
I 140 170
B 100
I 77 143
I 179 3
I 80 34
I 171 85
I 196 1
I 161 32
I 115 95
I 14 161
I 14 9
I 51 102
I 130 3
I 41 100
I 16 102
I 120 109
I 29 161
I 143 116
I 29 37
I 1 79
I 149 92
I 144 158
I 13 164
I 37 64
I 4 80
I 155 30
I 70 13
I 78 19
I 177 160
I 75 170
I 176 168
I 172 1
I 0 40
I 31 39
I 95 67
I 81 182
I 156 179
I 109 123
I 71 182
I 84 62
I 50 141
I 95 169
I 195 34
I 168 70
I 174 71
I 149 1
I 132 181
I 44 168
I 3 126
I 135 85
I 35 164
I 185 12
I 123 35
I 187 0
I 58 47
I 59 82
I 114 182
I 17 77
I 5 94
I 151 146
I 171 137
I 157 173
I 175 13
I 169 135
I 130 51
I 175 110
I 30 18
I 175 102
I 36 156
I 198 108
I 25 195
I 69 115
I 23 197
I 149 169
I 94 125
I 48 161
I 13 158
I 95 172
I 27 18
I 0 30
I 22 16
I 96 165
I 197 39
I 186 8
I 123 38
I 196 70
I 174 11
I 12 72
I 98 25
I 130 187
I 89 60
I 144 190
I 24 16
I 174 121
I 101 36
I 166 196
I 139 143
I 23 47
I 115 52
I 189 165
I 187 72
I 101 16
B 100
I 88 6
I 59 57
I 1 136
I 99 28
I 106 105
I 18 27
I 173 130
I 174 186
I 191 59
I 80 73
I 30 199
I 131 17
I 103 195
I 191 171
I 85 45
I 90 70
I 134 157
I 149 35
I 199 80
I 89 92
I 21 22
I 106 198
I 86 75
I 88 76
I 161 0
I 33 159
I 77 89
I 111 168
I 162 93
I 39 106
I 101 87
I 11 136
I 134 123
I 170 160
I 197 187
I 78 60
I 23 94
I 6 190
I 33 48
I 29 171
I 119 36
I 108 125
I 184 110
I 137 128
I 141 181
I 158 44
I 25 95
I 166 93
I 89 75
I 26 127
I 10 134
I 98 135
I 123 77
I 130 123
I 146 68
I 12 148
I 121 136
I 74 11
I 182 159
I 135 188
I 15 100
I 34 122
I 65 51
I 68 134
I 130 155
I 199 20
I 133 66
I 78 50
I 105 120
I 163 199
I 34 125
I 148 119
I 182 85
I 75 172
I 41 172
I 2 20
I 121 66
I 179 183
I 197 136
I 3 65
I 140 127
I 198 98
I 123 50
I 103 188
I 78 4
I 172 196
I 110 181
I 87 60
I 184 44
I 23 186
I 164 147
I 154 156
I 79 198
I 59 195
I 96 155
I 133 59
I 147 127
I 112 61
I 145 175
I 60 171
B 100
I 195 113
I 85 1
I 147 7
I 60 24
I 103 0
I 19 159
I 64 157
I 151 186
I 113 161
I 75 135
I 130 123
I 126 76
I 93 161
I 150 148
I 172 19
I 32 196
I 93 36
I 30 132
I 185 14
I 137 101
I 103 53
I 98 52
I 89 81
I 86 10
I 193 9
I 110 190
I 78 12
I 135 11
I 12 116
I 68 63
I 20 80
I 66 12
I 188 16
I 72 85
I 84 100
I 191 46
I 108 173
I 68 97
I 192 187
I 168 163
I 52 91
I 146 170
I 70 129
I 195 158
I 105 144
I 62 26
I 64 167
I 176 80
I 197 115
I 124 147
I 172 34
I 109 110
I 86 0
I 147 10
I 167 193
I 66 135
I 0 143
I 180 179
I 198 160
I 69 113
I 34 95
I 108 193
I 117 19
I 102 165
I 97 157
I 23 122
I 95 99
I 73 119
I 90 112
I 56 137
I 106 57
I 139 197
I 4 13
I 36 165
I 44 18
I 11 27
I 131 40
I 3 82
I 84 148
I 172 49
I 196 80
I 183 64
I 82 35
I 172 30
I 168 19
I 136 133
I 11 144
I 76 102
I 143 160
I 87 195
I 99 184
I 115 114
I 179 172
I 139 31
I 43 198
I 194 70
I 12 182
I 45 88
I 102 85
I 17 59
B 100
I 196 143
I 148 12
I 61 174
I 53 104
I 112 135
I 187 181
I 123 137
I 158 168
I 16 33
I 65 12
I 50 168
I 84 111
I 155 98
I 165 121
I 2 84
I 31 81
I 199 34
I 171 131
I 96 164
I 177 70
I 14 87
I 117 36
I 97 159
I 193 108
I 8 14
I 91 168
I 16 21
I 60 78
I 89 58
I 75 48
I 179 128
I 36 55
I 71 102
I 128 141
I 176 97
I 22 127
I 21 36
I 154 149
I 38 10
I 18 57
I 104 135
I 166 41
I 138 57
I 117 49
I 99 97
I 123 106
I 117 89
I 50 126
I 65 138
I 10 133
I 65 100
I 11 84
I 139 26
I 168 17
I 141 82
I 159 80
I 136 151
I 101 108
I 164 5
I 122 59
I 159 77
I 180 46
I 183 195
I 48 136
I 114 81
I 192 44
I 190 132
I 177 38
I 131 191
I 57 196
I 163 29
I 137 34
I 110 80
I 155 161
I 140 32
I 177 4
I 137 144
I 87 12
I 104 198
I 96 65
I 54 152
I 113 133
I 27 26
I 193 169
I 13 143
I 163 124
I 67 3
I 89 1
I 42 0
I 168 95
I 15 113
I 105 77
I 120 185
I 41 92
I 198 55
I 199 21
I 103 197
I 31 3
I 84 179
I 141 162
B 100
I 144 169
I 174 24
I 104 184
I 107 35
I 145 113
I 158 25
I 16 37
I 75 111
I 75 28
I 174 81
I 42 192
I 189 60
I 91 106
I 23 72
I 198 160
I 130 105
I 40 62
I 73 4
I 63 125
I 39 30
I 18 163
I 121 27
I 104 130
I 7 142
I 112 38
I 174 119
I 186 110
I 2 69
I 150 82
I 97 155
I 59 115
I 186 102
I 122 192
I 145 92
I 141 25
I 177 171
I 70 19
I 145 108
I 33 16
I 76 170
I 11 121
I 114 75
I 141 34
I 26 43
I 54 48
I 139 147
I 120 41
I 7 120
I 53 199
I 72 30
I 21 8
I 175 40
I 135 167
I 49 17
I 175 38
I 65 18
I 191 118
I 92 143
I 143 190
I 59 167
I 173 174
I 37 144
I 27 101
I 15 139
I 74 40
I 50 51
I 196 105
I 133 64
I 147 161
I 145 26
I 82 53
I 87 16
I 60 18
I 73 14
I 124 72
I 67 6
I 53 117
I 98 161
I 1 24
I 197 56
I 0 160
I 181 94
I 56 30
I 58 69
I 194 103
I 194 22
I 91 106
I 1 104
I 46 13
I 129 89
I 163 39
I 4 55
I 190 185
I 51 73
I 76 185
I 51 114
I 130 176
I 143 9
I 34 189
I 11 183
