B 1000
D 14 76
D 51 79
I 150 171
D 59 169
D 198 64
I 67 64
I 147 130
D 59 157
I 159 56
D 162 91
I 82 98
I 81 27
D 66 33
D 100 12
D 160 179
D 149 79
I 52 93
I 75 46
I 95 70
I 116 91
D 116 100
I 39 47
I 91 31
D 178 73
D 186 43
D 133 71
I 179 163
I 94 19
I 161 153
I 44 146
D 9 185
I 10 59
I 90 36
D 139 83
D 57 188
D 174 30
I 118 100
D 164 187
I 52 85
I 91 6
I 77 141
I 86 72
D 85 38
D 121 8
I 88 69
D 186 196
D 100 116
I 63 148
I 68 16
I 31 26
D 66 76
I 172 72
I 53 108
I 58 113
D 18 180
I 107 43
I 174 83
I 133 84
D 40 114
D 143 18
I 12 151
I 132 15
I 137 44
I 136 192
I 125 12
I 86 151
D 79 50
I 51 16
I 57 132
D 133 3
D 127 159
D 33 158
D 131 21
I 74 184
I 122 102
D 7 158
D 148 51
D 197 49
D 102 34
I 118 90
I 81 146
I 147 140
I 41 34
I 68 162
I 131 128
I 15 113
D 25 151
I 79 152
D 191 44
D 4 181
I 142 5
D 81 6
D 195 43
D 68 17
D 8 170
I 182 188
D 162 61
I 134 128
D 25 166
I 56 6
I 37 23
D 24 167
I 76 87
I 113 141
D 197 4
D 67 43
D 157 143
D 188 65
I 121 33
D 51 174
D 118 99
I 103 145
I 4 93
D 71 67
I 125 168
D 0 2
D 145 86
D 170 81
D 159 127
D 147 14
I 105 163
I 76 123
D 70 193
D 4 99
I 0 48
I 11 90
D 195 78
D 45 137
D 188 193
D 14 64
D 84 158
D 2 27
I 137 170
D 123 156
D 181 88
D 128 5
D 75 197
D 119 182
I 190 191
D 102 34
I 189 128
D 101 157
I 165 43
I 173 176
D 146 9
I 130 181
I 112 180
I 75 0
I 194 68
D 168 18
I 172 126
I 190 43
D 29 35
I 11 114
D 98 102
D 82 162
D 84 26
I 17 91
I 198 19
I 68 109
D 19 145
I 7 165
D 29 141
D 46 186
I 158 62
D 124 90
I 33 3
D 9 12
I 131 191
I 0 65
I 182 180
D 172 2
I 131 55
I 197 10
D 152 84
D 194 11
D 3 120
D 124 148
D 72 68
I 131 176
D 40 133
D 15 111
D 131 110
I 162 63
D 184 166
I 109 67
D 196 186
I 132 85
D 21 109
D 56 100
I 44 173
D 29 4
D 7 111
I 110 102
D 127 123
D 27 181
I 58 150
D 50 1
D 130 159
D 81 58
D 170 8
D 3 1
I 94 142
D 137 39
D 96 77
I 9 120
I 3 105
D 120 104
I 156 186
I 91 88
I 67 92
D 98 12
I 147 76
D 108 87
I 48 160
I 108 112
I 92 8
I 35 142
D 20 187
D 66 83
D 6 81
I 35 112
I 104 188
D 31 145
I 28 104
D 57 94
D 74 77
D 18 154
I 169 37
I 160 146
D 195 92
I 101 33
D 103 22
I 176 85
D 187 87
D 98 50
D 154 117
I 181 47
D 146 104
D 28 2
I 30 163
D 46 139
I 67 188
I 196 48
I 33 53
D 41 5
D 95 128
D 146 115
I 170 98
I 188 102
D 137 35
D 105 174
D 154 16
D 127 11
D 193 19
I 187 82
I 101 117
D 67 81
D 100 66
I 120 22
I 194 51
D 20 139
I 98 27
I 88 126
I 98 63
D 62 10
D 25 44
D 178 73
I 164 169
I 178 127
D 56 67
I 52 103
D 12 44
I 95 122
I 143 12
D 192 142
I 66 64
D 159 150
D 43 138
D 198 159
D 42 84
I 143 121
I 2 106
D 40 47
D 14 56
I 41 139
D 23 113
D 156 157
D 28 142
D 79 70
I 6 11
D 9 71
D 37 66
D 55 171
I 80 141
I 35 102
D 136 173
D 99 163
D 134 46
I 76 16
D 168 81
D 52 196
D 137 98
D 134 66
I 73 16
D 48 125
D 66 146
D 79 180
D 176 58
D 137 116
I 67 14
D 164 33
I 167 64
D 30 86
D 107 45
D 53 64
D 63 189
D 133 194
D 60 113
D 145 85
D 108 41
I 36 135
D 21 104
D 60 50
I 52 145
I 122 30
I 91 185
I 158 49
D 39 157
I 3 9
D 40 142
D 178 161
D 107 11
D 35 29
I 28 81
D 5 119
I 143 0
I 78 0
D 149 151
D 180 185
I 62 137
D 185 7
D 125 71
D 30 64
I 185 16
I 14 57
D 114 36
D 149 170
D 184 86
D 115 145
I 177 53
I 38 67
D 134 66
D 171 7
D 7 100
D 42 109
I 197 90
I 6 35
I 105 74
I 138 83
I 178 117
D 139 131
I 6 177
D 184 119
I 148 10
D 48 20
D 23 25
I 9 187
I 4 142
I 5 198
I 181 38
I 131 158
D 94 103
I 53 100
I 69 166
D 191 198
D 126 133
D 198 178
I 2 107
I 93 117
I 107 76
I 174 128
D 114 49
D 181 8
D 94 87
D 15 27
I 94 75
I 90 125
I 66 198
D 152 171
I 93 20
I 88 101
I 109 90
D 19 72
D 62 108
I 55 68
D 151 100
I 168 194
D 67 175
D 10 84
I 25 85
I 146 4
D 95 51
D 199 28
D 101 22
I 152 106
D 109 106
D 70 142
I 180 83
I 153 149
I 56 68
D 20 0
I 17 165
D 137 45
D 130 159
I 35 85
D 10 126
I 30 193
D 145 27
D 3 103
I 41 38
I 145 177
I 109 194
D 25 152
I 114 172
D 122 90
I 42 59
D 117 189
D 153 101
I 172 43
D 10 126
I 147 89
D 45 20
D 57 188
I 148 133
D 32 65
D 182 196
I 104 80
I 198 19
I 116 3
D 191 58
D 71 51
I 112 67
I 123 79
D 127 30
I 73 43
D 169 96
I 3 106
I 97 153
D 121 8
D 42 154
I 145 42
D 137 126
I 32 97
I 123 105
D 95 94
D 61 29
D 36 95
I 24 27
D 95 130
D 85 94
D 7 157
D 195 166
D 135 133
I 160 10
I 110 153
I 24 88
D 63 95
D 191 66
I 69 48
D 53 31
D 182 177
I 120 87
I 80 165
I 7 21
D 130 91
I 112 93
D 74 85
D 190 152
I 171 188
D 84 121
I 114 72
I 49 199
D 8 81
D 154 26
D 11 119
D 197 5
I 72 158
D 129 196
I 136 165
I 195 128
D 156 44
D 20 45
I 32 123
I 121 63
D 72 34
I 120 76
D 135 139
D 116 9
D 0 10
D 21 109
D 126 19
I 51 118
I 22 193
D 67 100
I 60 195
D 29 142
I 171 47
D 137 4
I 84 24
I 15 136
I 111 13
D 176 198
I 105 10
I 174 90
I 33 167
I 135 74
D 162 196
I 30 172
D 169 112
I 178 28
I 104 1
I 102 194
I 103 98
D 50 106
D 23 70
I 126 145
I 127 62
I 136 42
D 173 133
I 171 31
D 62 149
I 92 88
D 87 158
I 81 52
D 121 85
I 160 69
D 94 69
I 107 50
I 149 13
D 114 127
I 186 129
I 53 158
I 54 86
I 60 76
D 63 41
D 67 175
I 0 82
D 21 84
D 1 36
D 158 146
I 22 136
D 121 30
I 191 37
D 173 79
D 67 81
I 169 168
D 148 126
I 2 62
I 51 138
D 74 75
D 176 196
D 198 145
I 145 135
D 140 8
I 141 93
I 185 8
D 166 31
I 71 35
I 49 199
D 71 147
D 51 179
D 63 197
D 123 163
I 106 19
I 162 90
D 128 136
I 73 140
I 194 130
D 108 178
D 120 163
D 112 95
D 122 162
I 171 169
D 175 108
D 148 135
I 59 74
D 106 87
D 125 113
D 137 129
I 8 151
D 62 98
D 99 64
D 118 3
I 73 111
D 176 129
D 47 143
D 185 102
I 37 103
I 69 150
I 177 192
I 11 115
D 151 27
I 160 59
I 172 27
I 150 175
I 193 178
D 107 45
I 154 5
I 88 104
I 151 137
I 126 158
I 90 171
D 45 62
D 114 58
I 113 82
I 194 124
I 160 58
I 48 196
D 13 5
I 68 191
I 107 44
I 161 128
D 55 54
D 128 115
D 31 54
I 193 197
I 198 46
D 77 149
D 105 174
I 128 28
D 119 100
I 42 111
D 7 111
I 42 46
I 86 192
B 1000
D 162 166
D 62 10
I 161 197
I 61 71
D 163 100
I 120 155
D 180 77
I 131 36
I 160 76
D 110 199
I 125 147
I 170 26
D 108 61
D 68 130
D 170 56
I 34 91
I 136 153
D 148 136
D 178 30
D 101 13
I 38 130
D 169 86
D 65 123
I 144 162
I 8 34
I 118 51
I 41 186
D 99 163
I 65 116
I 160 170
I 170 117
D 69 60
D 96 56
D 179 90
I 51 37
D 166 88
D 10 62
I 150 13
D 124 57
D 81 8
D 117 154
D 38 127
I 2 110
I 131 57
I 191 160
D 110 168
D 48 98
I 43 23
D 124 150
D 9 77
D 191 48
I 26 44
I 115 22
D 25 37
D 166 114
I 124 140
I 51 92
D 188 168
I 97 178
D 138 103
D 175 57
I 127 194
D 56 14
I 22 133
D 124 47
D 158 22
D 181 180
D 54 59
D 88 25
D 150 155
D 6 23
D 43 154
D 174 35
I 70 19
I 135 166
I 92 140
D 62 198
I 7 46
D 196 129
D 36 153
D 24 157
I 130 19
D 12 100
D 11 113
D 74 32
I 33 169
D 113 78
I 62 115
D 151 83
D 73 31
D 163 41
I 19 58
D 106 156
I 173 150
D 111 132
I 4 154
I 42 164
I 194 114
D 79 84
I 139 152
I 199 51
D 185 82
D 72 112
I 3 68
D 129 14
D 18 180
I 156 171
I 106 62
D 197 92
I 51 85
I 126 39
D 74 77
I 195 76
D 9 90
D 125 77
D 190 41
I 86 39
I 88 16
I 54 121
I 188 135
I 18 141
I 135 77
D 42 128
D 3 37
I 114 112
D 58 101
I 129 177
I 121 137
I 64 112
D 75 25
D 105 142
I 115 110
I 81 103
I 81 101
D 117 62
I 59 1
I 85 95
D 194 33
I 186 59
D 133 106
I 173 177
D 67 147
I 105 197
I 28 133
I 135 22
D 171 81
D 61 193
D 127 84
D 197 138
D 194 33
D 187 50
I 14 113
D 4 99
D 8 104
D 43 5
D 102 64
I 181 153
I 6 64
I 119 68
I 12 41
D 96 126
D 42 100
I 90 153
D 35 29
D 71 142
I 26 48
I 177 25
D 169 190
I 196 31
D 57 94
D 86 93
D 108 48
D 132 50
I 192 99
I 75 47
D 39 43
D 86 158
D 124 182
D 147 50
I 98 5
I 108 37
D 87 150
D 107 62
D 174 181
D 106 163
I 127 63
I 141 112
I 96 159
D 12 82
I 184 130
I 101 170
I 78 189
I 130 24
I 22 140
D 20 3
I 103 87
D 54 45
I 110 6
I 48 7
D 64 159
I 12 172
I 130 87
D 58 72
I 60 19
I 112 110
D 89 56
I 88 54
D 104 157
I 96 110
D 32 65
D 60 166
I 188 63
I 149 178
I 147 79
I 197 158
D 195 194
D 162 62
D 188 160
D 29 3
I 15 54
I 103 125
I 111 33
I 151 171
I 187 105
D 48 152
D 150 160
I 138 188
I 143 159
D 112 69
D 100 7
I 136 22
D 198 69
I 135 127
I 23 159
I 180 191
I 58 165
D 186 35
I 118 86
I 11 174
I 117 131
D 8 40
I 101 50
D 116 69
D 71 166
D 23 184
I 110 134
I 127 154
I 72 161
I 69 145
D 129 81
D 23 196
I 193 196
D 136 131
I 78 120
D 106 38
I 84 183
D 199 25
I 101 143
I 80 31
I 57 46
I 20 129
D 64 109
D 104 18
D 36 164
I 92 136
D 103 117
I 55 56
D 9 54
I 59 39
I 66 135
D 8 42
I 64 167
I 61 134
D 63 141
I 50 136
I 142 106
I 120 37
I 164 58
I 59 102
D 184 23
I 155 145
I 104 106
I 192 37
I 183 187
I 56 151
I 36 32
I 106 61
I 50 189
I 178 67
I 188 146
D 143 147
D 114 107
I 106 125
I 131 56
D 168 88
D 92 74
I 4 142
I 170 6
D 1 40
D 11 65
I 111 117
I 93 178
I 51 155
D 121 3
I 114 109
I 187 72
D 117 197
I 134 159
D 150 83
D 17 46
I 175 5
I 187 175
I 13 78
I 83 55
I 77 51
D 159 25
I 171 153
D 115 15
I 70 16
D 13 30
D 168 98
D 86 63
D 129 95
I 151 132
D 49 92
D 16 154
I 105 113
D 70 74
I 109 130
I 135 108
I 14 175
I 162 128
D 71 51
I 195 153
I 182 129
D 74 78
D 99 163
I 20 108
D 143 29
D 94 108
D 6 141
I 138 151
I 128 194
I 105 163
I 84 12
D 95 51
D 44 66
D 177 137
I 13 150
D 103 43
D 140 17
D 46 151
I 125 0
I 140 87
I 113 129
D 60 197
I 199 38
D 19 33
D 131 9
I 109 37
D 199 18
I 63 11
I 54 110
D 44 56
D 112 170
D 140 103
I 173 8
D 123 104
D 3 16
I 195 140
I 107 153
D 111 114
I 198 79
I 190 112
I 79 42
I 166 126
I 187 162
D 148 96
I 91 52
D 182 44
D 45 89
D 146 6
D 117 62
I 109 23
D 55 127
I 80 34
D 2 153
I 31 156
D 1 43
I 159 194
I 12 106
D 40 142
I 90 64
D 25 199
I 71 157
I 50 80
D 90 137
D 90 168
I 109 158
D 162 17
I 141 124
D 18 94
I 189 196
I 64 173
I 59 194
I 69 159
D 146 75
D 70 109
D 165 103
I 119 47
D 138 184
I 136 161
I 39 164
I 95 79
D 158 86
D 114 36
I 83 196
D 138 68
D 112 174
D 107 164
I 144 74
I 195 83
D 164 188
D 71 9
I 112 80
I 90 172
D 2 90
D 89 97
I 171 137
D 92 3
I 140 178
I 129 83
D 42 194
I 100 132
D 75 63
I 63 142
D 104 8
I 139 109
D 57 60
D 1 3
D 149 24
D 24 157
D 51 131
D 8 170
D 19 193
D 182 196
D 189 42
I 19 159
I 127 12
I 84 12
I 155 25
D 102 88
I 103 34
I 88 104
I 79 41
D 24 6
D 94 69
D 152 84
I 8 161
I 150 178
I 52 124
I 146 172
I 97 6
D 82 151
D 124 112
D 135 115
I 0 97
I 112 60
I 65 80
I 135 76
D 16 122
I 151 32
D 108 30
I 6 175
I 131 38
I 106 179
I 138 65
D 141 72
D 93 74
I 0 70
I 23 24
D 144 19
D 24 159
I 2 152
I 29 104
I 57 191
I 109 7
D 199 181
D 43 38
D 123 119
I 76 85
D 144 197
D 53 87
D 185 48
I 142 134
D 46 139
I 72 149
I 155 0
I 112 132
I 96 128
I 175 87
D 122 72
I 165 60
I 122 194
I 94 8
D 169 111
D 164 8
I 1 65
I 184 161
D 180 166
D 166 162
D 5 170
D 169 10
D 191 154
D 23 145
D 74 90
I 131 164
I 164 185
D 35 100
D 6 154
D 120 14
I 193 36
I 60 23
D 170 122
I 29 170
I 75 124
I 144 148
D 161 178
I 173 8
I 122 116
D 5 18
D 128 115
I 197 134
D 54 60
I 62 21
I 20 103
I 134 36
I 35 163
D 68 35
D 89 85
I 87 48
I 40 30
I 115 70
I 90 186
I 113 176
D 147 87
D 37 101
I 58 88
I 113 97
I 13 27
D 184 47
D 129 190
D 48 191
D 31 138
I 100 32
D 144 125
D 116 137
D 10 73
D 18 10
I 196 96
D 159 130
D 177 136
I 95 182
I 65 191
D 74 56
I 137 87
I 45 64
D 40 151
I 122 179
I 97 73
D 121 29
D 154 114
I 21 23
I 133 117
D 183 14
I 168 2
D 75 155
D 66 165
I 158 94
I 165 116
I 132 97
D 57 31
I 162 97
I 91 127
I 147 15
D 63 141
I 55 0
I 186 136
D 86 155
D 81 74
I 187 76
I 1 138
I 100 41
I 179 34
I 30 191
I 39 33
I 190 98
I 74 4
D 140 132
D 179 13
D 62 10
I 25 118
D 22 160
I 178 183
D 129 86
I 194 69
I 137 78
I 44 138
I 153 96
D 190 196
D 73 148
D 111 132
D 134 106
I 160 128
D 199 71
I 149 174
I 148 71
I 127 194
D 129 42
D 120 139
I 54 46
D 85 145
I 5 28
D 34 117
I 173 166
I 38 172
I 188 129
I 190 127
D 151 25
I 53 99
I 53 125
D 18 10
I 158 185
I 49 101
I 183 156
D 70 171
I 63 127
I 44 51
D 194 108
I 93 58
D 189 122
I 183 91
D 102 100
D 179 193
D 15 31
I 192 191
I 21 3
I 180 111
D 111 94
D 70 49
I 185 104
I 45 127
I 54 74
I 122 115
D 141 3
I 102 150
D 27 0
I 1 90
I 90 152
I 152 158
D 149 109
D 103 178
D 125 45
D 165 190
D 5 120
I 35 3
D 65 70
D 11 140
I 164 100
I 135 107
I 10 140
D 64 54
D 93 150
I 137 161
I 161 14
I 67 148
I 52 21
D 129 75
I 167 147
I 60 162
D 141 142
D 164 118
I 118 13
D 7 24
D 161 50
I 22 27
D 4 181
D 114 113
I 40 150
I 19 57
I 130 146
D 168 76
I 113 75
D 38 120
D 1 49
I 119 110
D 177 80
D 69 54
D 145 110
D 132 25
D 33 1
D 67 158
I 132 10
I 91 29
D 64 139
D 27 103
I 100 22
D 73 121
I 21 14
D 37 66
I 95 154
I 136 67
D 31 187
I 192 117
D 168 90
I 51 84
D 74 88
I 155 95
I 30 153
I 165 85
I 76 36
I 135 143
I 176 92
I 173 171
I 156 165
D 22 103
I 189 116
D 193 145
I 175 107
D 96 93
I 199 103
D 19 180
I 91 34
D 161 178
I 192 57
I 17 181
I 152 95
D 180 133
D 27 79
D 39 119
D 59 9
I 103 5
I 170 179
I 114 177
D 144 14
D 165 124
I 83 68
D 185 93
D 44 1
I 171 16
I 169 155
D 188 65
I 3 179
I 109 13
D 166 67
D 161 45
I 84 49
I 136 187
D 113 119
D 37 3
D 156 123
I 40 127
D 136 158
I 135 127
D 108 103
D 55 173
I 146 0
I 164 14
D 155 170
D 65 123
I 15 52
D 81 170
I 10 132
I 20 154
I 85 187
I 98 126
D 155 44
D 36 20
D 14 0
D 166 89
I 183 128
I 158 179
D 31 176
D 173 57
I 177 61
I 100 96
D 65 34
D 19 63
D 189 42
D 150 6
D 111 7
D 177 109
I 49 6
D 144 19
I 125 121
D 7 82
I 92 148
D 121 29
D 9 156
D 150 12
I 63 93
I 112 178
D 12 24
D 62 54
D 137 35
I 198 17
D 175 73
D 59 26
I 165 132
D 38 191
I 58 124
I 2 33
D 101 114
D 166 31
D 3 151
I 157 50
D 18 96
D 106 153
D 157 169
D 22 76
D 90 94
D 89 45
I 43 76
I 110 77
D 27 48
I 89 23
D 61 54
D 16 28
I 111 54
I 143 191
I 77 145
D 80 119
D 116 101
I 174 145
D 103 131
D 101 13
I 9 114
I 131 4
I 114 48
I 106 34
I 41 115
D 91 48
I 135 113
D 140 132
I 105 50
D 151 83
D 124 47
I 195 1
I 32 189
I 102 59
D 144 61
I 74 199
I 6 45
D 132 140
I 89 34
D 35 146
D 51 68
D 68 130
D 65 146
I 63 187
I 113 94
I 189 182
D 123 110
D 30 137
D 152 48
D 55 170
I 108 162
I 15 4
D 112 49
I 119 118
I 93 37
I 153 191
I 179 77
I 76 94
I 11 178
I 188 0
D 20 99
D 172 96
I 139 152
D 10 95
D 125 155
I 109 29
I 2 21
D 71 114
I 12 36
I 124 104
I 170 133
I 22 74
D 102 121
I 95 188
D 1 44
I 10 141
I 17 11
I 135 58
D 55 13
I 58 65
D 176 107
D 54 68
I 168 17
I 18 130
I 194 120
I 64 193
I 69 87
D 22 158
D 9 82
D 30 86
D 116 48
I 191 29
I 96 164
D 109 177
D 110 79
D 83 7
D 18 45
D 192 180
I 106 34
I 141 22
I 123 9
D 175 132
D 81 50
D 196 81
D 86 122
D 139 68
D 84 33
D 187 36
D 123 69
D 3 128
I 107 67
I 181 37
I 6 160
D 27 48
I 54 93
I 173 100
D 91 110
I 106 101
I 91 103
D 128 107
I 198 71
I 24 53
I 150 149
D 58 81
D 47 31
I 189 92
D 133 135
D 83 128
D 46 4
D 106 169
D 174 73
D 198 176
I 60 151
D 192 110
D 137 90
I 101 123
I 89 94
D 61 190
I 126 66
I 85 134
I 81 186
I 50 11
D 9 113
I 91 170
D 58 195
I 166 0
D 131 103
I 33 28
I 1 112
I 110 132
I 199 183
I 177 133
I 146 117
D 67 56
I 43 161
I 141 16
I 35 13
I 97 175
D 32 1
I 134 178
I 81 138
D 40 180
I 198 4
I 52 49
I 89 163
D 34 2
I 31 16
D 155 125
I 187 186
D 46 177
D 143 18
I 33 28
I 107 181
D 133 95
D 194 121
D 31 76
D 174 3
I 135 165
I 40 173
I 25 66
I 36 74
I 181 58
I 44 57
I 4 17
B 1000
I 20 52
D 115 145
D 93 139
I 191 114
D 27 138
D 88 177
D 127 110
D 199 124
I 173 72
I 34 83
I 111 109
I 73 133
I 28 186
D 173 106
D 36 187
D 110 145
D 170 155
I 149 1
D 111 7
D 119 78
I 139 174
D 184 149
I 114 131
D 1 47
I 188 120
I 53 192
I 150 33
I 128 179
I 46 84
D 174 73
I 161 157
D 29 64
I 169 43
I 169 13
I 50 59
I 80 96
I 17 29
I 85 143
D 144 139
D 1 52
D 59 48
I 77 57
D 132 124
D 159 131
I 150 195
I 197 17
I 69 186
D 142 16
I 143 56
I 87 174
D 193 141
D 82 72
D 62 10
I 11 101
D 80 119
I 88 164
D 76 22
I 157 99
I 70 182
D 160 190
I 14 166
D 123 127
I 28 11
D 107 94
D 179 137
I 163 115
I 153 65
D 155 64
D 104 174
D 121 23
D 89 97
D 128 73
D 56 59
I 59 50
D 94 87
D 169 34
D 136 156
D 35 137
D 45 75
D 6 176
D 14 129
D 114 157
I 190 26
I 104 108
I 195 149
I 148 187
D 110 36
D 155 44
I 34 186
D 60 93
D 93 84
I 41 67
D 8 58
I 165 45
I 190 97
D 38 100
D 27 58
I 167 163
I 114 12
I 56 15
D 151 111
D 29 64
I 196 37
I 80 51
D 75 121
D 154 172
I 26 134
I 199 50
I 189 51
D 51 144
I 77 1
D 33 190
I 29 178
D 191 157
I 16 2
D 104 120
I 97 154
D 152 190
I 84 124
I 17 54
I 171 17
I 47 121
D 11 14
D 142 40
D 143 115
D 17 178
D 188 40
D 100 119
D 113 60
I 35 71
I 80 126
I 80 94
D 178 154
D 199 144
D 2 0
D 176 59
D 146 107
I 19 118
I 96 26
I 115 89
D 101 171
I 41 75
I 86 32
I 199 72
D 87 72
I 50 138
I 42 41
I 57 109
D 166 26
D 154 106
D 26 149
I 186 139
I 100 1
D 151 40
D 45 20
I 112 167
D 33 1
I 81 194
I 19 73
D 17 90
I 169 133
I 22 3
I 155 116
D 106 168
D 127 175
D 199 28
D 71 47
I 0 55
I 67 127
I 141 19
I 69 141
I 64 132
D 172 176
D 159 130
I 168 181
D 46 182
I 24 47
D 142 36
I 140 84
I 80 125
I 10 110
I 7 78
I 98 78
D 84 31
I 127 51
D 164 48
D 87 83
D 56 180
D 36 31
I 110 81
I 101 86
I 141 100
D 83 97
D 144 82
D 136 194
I 126 186
D 6 165
I 196 141
I 178 162
I 112 166
D 4 48
I 32 7
D 123 65
D 151 40
D 105 64
I 139 5
I 12 180
D 102 86
D 167 125
I 146 171
D 29 129
D 139 37
I 128 35
D 124 71
I 181 161
D 191 141
D 131 179
D 128 101
I 176 70
D 51 158
D 70 139
D 62 95
I 44 20
D 143 127
I 39 129
D 191 158
I 16 113
D 28 189
D 51 179
I 191 176
D 121 162
D 134 37
I 128 182
D 16 122
D 180 57
D 75 95
D 130 101
D 30 110
I 1 77
D 143 29
D 163 42
D 30 81
D 184 86
D 1 35
D 132 106
D 109 169
I 139 11
D 101 12
I 150 42
D 120 139
D 198 57
I 3 159
D 123 113
D 93 83
I 124 73
I 109 152
D 103 96
D 10 184
D 155 33
I 161 46
I 119 18
D 33 134
D 99 198
I 185 120
I 199 123
D 14 35
I 103 35
D 81 44
I 123 197
D 30 89
D 30 95
D 107 22
D 120 50
D 42 129
I 126 38
D 93 14
I 188 187
I 90 54
I 119 21
D 119 24
D 184 62
I 106 84
D 22 176
D 84 119
D 189 117
I 144 119
I 67 10
D 35 186
D 41 147
D 26 197
D 1 48
I 68 24
I 159 70
I 159 47
D 71 118
D 177 88
D 7 158
I 83 112
D 130 91
D 186 89
I 198 41
D 173 42
I 150 189
I 188 107
I 11 147
D 155 41
I 12 108
D 180 40
D 77 28
I 40 26
D 8 84
D 58 56
D 142 70
D 142 36
D 23 170
D 165 2
D 158 7
D 188 160
D 106 129
I 177 91
D 199 118
I 42 0
I 150 8
I 170 24
I 137 55
D 189 89
I 75 178
I 125 140
D 64 99
D 152 188
D 198 176
D 87 158
D 7 12
I 49 125
D 135 160
D 88 168
I 49 116
I 191 73
I 43 178
D 11 187
I 22 189
I 133 42
I 85 25
D 125 48
I 12 172
D 11 89
I 3 140
I 126 169
I 62 6
D 195 24
I 120 143
I 140 65
D 154 18
I 139 66
D 91 4
I 194 61
D 174 157
I 52 75
I 94 177
D 189 122
D 153 106
I 161 151
I 30 188
D 120 50
D 127 175
I 119 90
D 149 184
D 142 182
D 111 21
I 34 167
D 85 74
D 84 40
D 99 15
I 70 105
I 44 147
I 111 38
D 73 178
D 173 42
D 129 193
I 22 196
I 71 91
D 53 64
D 23 25
D 39 157
D 27 37
I 153 50
I 169 62
D 86 63
I 175 106
I 26 172
I 128 25
D 167 110
I 168 126
D 178 130
I 185 179
I 12 67
D 64 149
I 157 0
I 137 139
I 68 188
D 118 117
I 79 53
D 4 111
I 87 96
D 156 157
D 58 35
I 162 7
D 64 75
I 142 149
I 64 141
I 134 122
D 151 40
D 39 66
I 146 140
I 111 174
I 72 99
D 174 112
I 164 183
D 53 98
I 161 66
I 189 29
I 153 167
I 121 33
D 129 137
D 97 42
D 46 135
D 72 56
D 81 6
D 166 162
I 8 195
D 169 25
I 48 183
I 53 189
I 125 53
I 7 92
I 34 103
D 54 66
D 183 2
D 197 163
D 167 24
I 97 199
I 166 135
D 199 79
I 4 26
I 78 73
D 47 67
D 181 27
D 157 122
I 183 40
D 91 162
I 170 36
D 185 103
I 171 95
I 60 158
D 12 195
I 9 181
I 56 106
D 152 75
D 23 51
D 133 3
I 21 52
D 64 29
D 29 6
D 47 57
I 57 162
D 66 88
D 18 0
D 63 26
I 59 189
I 125 158
I 116 108
I 82 161
I 150 44
D 127 105
I 52 111
D 93 60
D 78 24
I 178 92
I 196 184
I 75 1
I 60 42
I 135 82
I 74 39
I 38 35
I 152 144
I 172 175
I 168 177
I 30 44
I 114 37
D 196 130
I 46 33
D 6 154
D 121 30
D 190 41
D 181 192
D 89 166
I 185 105
D 74 8
D 137 179
D 184 191
I 93 27
I 169 36
D 156 22
I 176 158
D 7 69
D 177 30
D 122 168
I 53 144
D 119 177
I 42 164
D 106 153
D 182 134
D 153 38
I 116 96
D 195 187
I 132 191
I 119 191
D 186 124
I 105 59
D 70 12
I 107 2
D 165 46
I 132 189
D 155 150
I 162 193
D 82 162
I 112 164
D 149 182
I 92 20
D 123 163
D 126 131
D 191 17
D 141 63
I 60 193
D 196 75
D 116 173
I 94 46
I 85 81
I 97 163
D 119 22
I 77 174
I 149 32
I 62 111
D 178 57
D 75 133
D 42 24
D 31 53
D 9 113
I 189 10
D 69 7
D 165 86
D 148 196
I 186 20
I 78 64
I 86 115
D 138 97
D 126 26
D 81 196
I 118 1
D 53 1
D 43 5
D 51 71
I 128 62
I 124 181
I 151 50
D 126 137
I 2 193
I 39 100
D 38 50
I 199 59
D 31 127
D 159 2
D 153 88
D 131 21
D 50 196
I 36 116
D 83 139
I 6 156
D 162 61
I 188 77
I 88 175
D 52 34
D 113 98
D 196 182
D 27 168
D 179 62
D 33 19
D 50 172
I 72 83
D 124 14
I 38 3
I 81 165
D 16 142
I 94 170
I 139 91
D 183 175
I 139 91
I 91 62
I 100 8
D 81 168
D 84 94
I 158 68
D 96 31
I 186 56
D 183 190
D 106 80
D 180 77
D 90 188
I 62 55
D 48 27
I 43 141
D 24 12
D 160 55
I 34 61
D 28 92
I 35 79
D 58 46
D 143 124
I 189 80
D 52 107
I 168 116
I 74 43
I 58 104
I 82 164
D 34 117
I 197 83
D 9 131
I 187 175
D 30 84
I 24 9
I 167 196
D 143 11
I 2 21
I 135 152
I 55 87
D 162 87
I 199 158
I 1 2
I 78 66
D 45 62
I 51 31
I 35 134
I 19 130
I 143 166
D 40 168
I 11 148
D 159 9
D 155 104
I 124 180
D 188 90
I 21 192
I 45 115
I 71 89
D 107 184
D 83 56
I 61 151
D 122 127
D 141 3
I 170 148
I 160 118
D 147 80
I 91 126
I 180 136
D 16 190
D 52 152
D 167 12
D 139 114
I 44 43
I 138 24
D 126 2
I 179 116
D 121 113
D 193 70
I 81 113
I 171 52
I 168 190
D 65 54
D 32 158
I 109 32
I 30 133
D 109 34
I 54 101
I 152 163
I 64 58
I 1 114
I 149 39
D 49 170
I 113 38
D 93 134
D 91 56
D 173 116
I 67 128
D 71 77
D 165 61
