B 100
D 50 81
D 122 170
D 196 132
D 164 118
D 66 137
D 13 55
D 102 173
D 177 67
D 185 180
D 124 182
D 185 34
D 26 63
D 28 102
D 166 153
D 47 57
D 15 27
D 106 134
D 164 48
D 190 106
D 160 102
D 9 153
D 108 69
D 36 42
D 118 184
D 17 20
D 27 169
D 53 87
D 134 95
D 157 51
D 35 29
D 93 48
D 170 8
D 118 184
D 132 196
D 107 186
D 90 137
D 126 150
D 53 116
D 8 3
D 145 111
D 160 135
D 69 198
D 31 176
D 7 180
D 52 34
D 124 77
D 118 178
D 64 139
D 82 85
D 164 142
D 133 197
D 141 29
D 152 75
D 31 36
D 113 124
D 92 3
D 31 61
D 66 39
D 135 196
D 37 79
D 3 62
D 64 75
D 104 64
D 137 116
D 70 82
D 71 140
D 184 53
D 73 176
D 137 181
D 165 190
D 23 184
D 108 131
D 76 198
D 150 51
D 139 154
D 197 14
D 53 78
D 74 78
D 132 25
D 174 104
D 1 35
D 98 113
D 90 188
D 66 41
B 100
D 20 99
D 134 115
D 86 80
D 39 176
D 77 26
D 139 42
D 132 95
D 192 181
D 148 96
D 108 62
D 74 79
D 182 33
D 136 196
D 55 163
D 75 159
D 166 71
D 172 9
D 145 31
D 16 187
D 93 185
D 151 105
D 151 150
D 107 99
D 103 131
D 171 55
D 126 21
D 87 92
D 88 75
D 155 20
D 13 5
D 17 194
D 158 161
D 126 157
D 160 188
D 135 57
D 35 153
D 177 44
D 120 95
D 172 189
D 163 161
D 176 58
D 18 178
D 162 38
D 60 54
D 146 175
D 109 156
D 22 101
D 89 154
D 159 118
D 183 162
D 140 132
D 137 178
D 124 14
D 152 120
D 37 27
D 105 24
D 111 7
D 184 122
D 122 156
D 102 64
D 61 44
D 12 63
D 65 123
D 194 9
D 42 97
D 179 32
D 35 109
D 25 199
D 39 98
D 29 118
D 106 23
D 21 51
D 27 95
D 101 134
D 174 64
D 3 62
D 110 30
D 152 119
D 187 4
D 120 39
D 65 90
D 97 42
D 76 96
D 113 123
D 191 12
D 106 33
D 74 76
D 3 84
D 36 50
D 103 89
D 147 174
D 169 66
D 20 32
D 64 60
D 99 118
D 131 110
D 142 14
D 62 167
D 70 128
D 70 128
B 100
D 159 52
D 65 130
D 198 21
D 68 163
D 174 16
D 56 91
D 86 155
D 70 139
D 116 119
D 181 4
D 169 112
D 59 77
D 132 81
D 103 39
D 93 163
D 52 185
D 92 87
D 131 21
D 86 158
D 148 21
D 184 16
D 86 165
D 55 65
D 65 146
D 52 62
D 44 77
D 172 176
D 157 182
D 156 66
D 59 29
D 91 50
D 81 196
D 90 63
D 16 92
D 174 105
D 106 128
D 31 127
D 181 4
D 141 189
D 65 73
D 43 126
D 48 149
D 161 25
D 97 88
D 40 120
D 97 83
D 188 153
D 27 103
D 61 162
D 33 98
D 106 50
D 178 61
D 69 156
D 84 151
D 0 25
D 156 45
D 65 105
D 189 90
D 110 167
D 144 29
D 160 195
D 20 176
D 65 90
D 166 171
D 169 27
D 99 15
D 162 114
D 114 120
D 74 81
D 148 91
D 122 119
D 106 190
D 153 38
D 140 163
D 22 107
D 124 77
D 54 73
D 93 113
D 185 42
D 88 182
D 18 125
D 94 84
D 60 191
D 36 142
D 180 56
D 199 19
D 4 62
D 24 143
D 2 63
D 131 89
D 48 185
D 0 6
D 67 13
D 102 164
D 16 94
D 95 27
D 81 58
D 61 86
D 169 112
D 74 93
B 100
D 169 146
D 173 66
D 84 93
D 189 117
D 92 185
D 17 144
D 181 8
D 68 6
D 165 6
D 48 17
D 189 152
D 112 88
D 37 151
D 40 106
D 162 21
D 170 164
D 78 193
D 24 70
D 70 139
D 135 138
D 39 98
D 85 57
D 91 111
D 123 19
D 139 83
D 116 113
D 28 2
D 92 6
D 174 16
D 110 103
D 91 130
D 11 187
D 55 175
D 175 89
D 135 109
D 95 38
D 146 136
D 180 56
D 74 82
D 39 36
D 192 181
D 123 19
D 18 89
D 187 20
D 10 126
D 170 5
D 26 133
D 105 43
D 10 130
D 177 182
D 53 31
D 50 79
D 60 191
D 123 82
D 185 42
D 45 20
D 159 132
D 165 161
D 137 111
D 85 2
D 55 49
D 191 23
D 183 14
D 50 81
D 137 178
D 27 193
D 27 138
D 137 157
D 129 99
D 127 52
D 79 37
D 183 86
D 123 149
D 42 8
D 174 148
D 65 158
D 52 138
D 26 76
D 193 141
D 41 44
D 130 196
D 190 65
D 65 85
D 154 62
D 90 179
D 152 52
D 11 3
D 173 79
D 140 17
D 61 108
D 90 74
D 44 12
D 103 175
D 29 57
D 169 27
D 13 154
D 23 145
D 156 98
D 140 103
D 119 72
B 100
D 57 64
D 89 166
D 155 86
D 21 0
D 157 111
D 20 27
D 57 133
D 34 75
D 26 99
D 88 79
D 75 34
D 122 195
D 59 77
D 14 12
D 66 100
D 130 91
D 160 30
D 144 29
D 91 148
D 136 127
D 29 145
D 128 103
D 54 65
D 54 71
D 0 1
D 103 3
D 50 36
D 78 174
D 115 77
D 127 117
D 67 103
D 103 131
D 176 87
D 103 89
D 73 156
D 132 170
D 156 107
D 55 11
D 31 55
D 74 87
D 169 4
D 2 13
D 28 102
D 189 145
D 194 108
D 82 12
D 125 155
D 127 29
D 12 59
D 140 123
D 40 142
D 129 95
D 17 191
D 154 13
D 25 169
D 31 84
D 31 158
D 161 163
D 164 25
D 126 2
D 120 139
D 155 42
D 100 57
D 148 47
D 167 143
D 58 199
D 66 134
D 18 0
D 31 1
D 181 85
D 81 59
D 34 171
D 69 136
D 119 145
D 152 57
D 196 23
D 88 177
D 136 177
D 54 66
D 4 99
D 52 62
D 152 149
D 14 157
D 89 128
D 182 134
D 99 126
D 54 67
D 101 178
D 94 95
D 65 70
D 124 131
D 44 156
D 190 65
D 84 34
D 44 75
D 158 86
D 99 92
D 165 86
D 198 122
D 120 114
B 100
D 71 178
D 177 80
D 148 82
D 105 43
D 117 26
D 83 25
D 101 114
D 171 115
D 11 107
D 95 46
D 126 103
D 2 184
D 8 58
D 185 149
D 155 123
D 135 163
D 120 39
D 23 96
D 41 155
D 4 99
D 13 18
D 119 156
D 53 26
D 62 153
D 58 35
D 13 194
D 192 51
D 31 84
D 6 30
D 14 56
D 148 51
D 176 31
D 24 150
D 1 32
D 69 112
D 3 109
D 28 16
D 193 181
D 32 167
D 137 9
D 147 49
D 53 134
D 49 55
D 189 115
D 29 71
D 89 11
D 111 79
D 8 164
D 193 138
D 195 138
D 62 163
D 5 132
D 125 45
D 137 156
D 137 39
D 101 94
D 34 146
D 30 12
D 68 93
D 153 62
D 10 155
D 190 129
D 137 126
D 67 88
D 103 16
D 48 116
D 12 100
D 65 2
D 199 23
D 166 114
D 150 118
D 168 106
D 30 158
D 66 134
D 171 165
D 131 136
D 167 92
D 36 138
D 26 0
D 183 109
D 74 89
D 141 189
D 25 166
D 105 24
D 72 125
D 149 41
D 26 59
D 122 100
D 145 110
D 176 83
D 117 189
D 186 163
D 9 156
D 133 41
D 30 86
D 16 90
D 34 84
D 145 99
D 106 129
D 110 168
B 100
D 128 163
D 92 70
D 193 61
D 136 25
D 176 146
D 86 69
D 142 182
D 185 35
D 53 156
D 18 125
D 160 180
D 153 150
D 65 71
D 83 176
D 38 122
D 51 95
D 40 103
D 130 10
D 158 48
D 186 38
D 194 195
D 100 119
D 53 31
D 37 130
D 57 133
D 146 100
D 121 178
D 156 163
D 25 44
D 35 186
D 15 111
D 174 64
D 65 85
D 49 119
D 93 96
D 133 41
D 77 74
D 13 112
D 31 54
D 139 120
D 8 72
D 153 176
D 143 175
D 48 59
D 194 34
D 75 195
D 62 168
D 30 1
D 118 82
D 193 63
D 173 55
D 136 131
D 82 9
D 185 149
D 123 132
D 168 77
D 139 144
D 61 178
D 136 125
D 35 100
D 21 11
D 2 166
D 50 172
D 128 151
D 182 139
D 169 10
D 159 27
D 157 108
D 59 146
D 7 171
D 193 91
D 191 66
D 45 15
D 33 112
D 31 53
D 169 27
D 160 178
D 108 185
D 42 128
D 159 165
D 60 39
D 156 123
D 134 199
D 101 58
D 164 118
D 117 113
D 143 65
D 196 135
D 87 162
D 59 98
D 81 168
D 126 7
D 116 6
D 71 76
D 59 80
D 60 82
D 169 27
D 36 126
D 71 178
D 171 102
B 100
D 42 38
D 168 27
D 60 88
D 61 119
D 198 176
D 169 117
D 131 95
D 97 89
D 84 42
D 98 86
D 40 189
D 87 83
D 143 184
D 28 3
D 141 116
D 56 89
D 141 189
D 65 76
D 82 17
D 189 63
D 136 146
D 28 95
D 168 98
D 111 183
D 8 72
D 2 29
D 100 57
D 81 107
D 117 189
D 40 61
D 197 111
D 79 167
D 73 155
D 22 190
D 152 68
D 0 1
D 99 126
D 51 150
D 168 178
D 174 16
D 3 87
D 69 127
D 100 94
D 87 159
D 13 30
D 52 34
D 176 112
D 85 142
D 114 120
D 172 154
D 164 170
D 13 85
D 111 118
D 29 63
D 102 98
D 69 198
D 100 42
D 146 91
D 156 122
D 135 148
D 85 194
D 184 86
D 184 38
D 96 172
D 89 85
D 86 145
D 174 133
D 162 17
D 94 97
D 5 77
D 151 108
D 28 150
D 182 157
D 1 40
D 34 157
D 29 71
D 67 55
D 65 146
D 130 196
D 173 116
D 52 97
D 89 93
D 102 99
D 42 14
D 103 94
D 184 191
D 96 157
D 100 94
D 186 13
D 83 37
D 176 6
D 161 124
D 41 108
D 175 159
D 43 39
D 64 104
D 37 94
D 179 8
D 177 44
D 1 34
B 100
D 143 42
D 37 101
D 18 194
D 150 118
D 63 26
D 178 161
D 198 145
D 44 164
D 163 180
D 198 76
D 153 52
D 184 23
D 78 99
D 17 128
D 178 87
D 42 128
D 181 100
D 192 141
D 12 152
D 81 93
D 123 64
D 91 81
D 188 90
D 41 163
D 187 128
D 9 160
D 28 95
D 102 86
D 197 75
D 106 163
D 20 78
D 151 107
D 149 41
D 101 129
D 145 159
D 166 195
D 27 168
D 77 74
D 123 104
D 183 65
D 30 15
D 141 37
D 152 57
D 163 41
D 77 26
D 24 14
D 136 177
D 160 8
D 149 26
D 30 54
D 67 36
D 62 117
D 68 160
D 76 18
D 166 88
D 46 115
D 35 139
D 32 179
D 106 153
D 102 185
D 27 30
D 126 117
D 71 147
D 63 12
D 46 38
D 40 56
D 191 58
D 139 40
D 179 175
D 20 156
D 186 105
D 142 70
D 49 59
D 194 42
D 73 130
D 104 63
D 42 116
D 189 181
D 13 80
D 160 139
D 97 100
D 36 138
D 14 182
D 30 27
D 71 195
D 17 20
D 8 72
D 60 144
D 192 156
D 171 7
D 82 147
D 49 132
D 36 95
D 80 12
D 129 48
D 163 123
D 159 87
D 193 129
D 171 112
D 85 126
B 100
D 6 43
D 191 124
D 176 192
D 97 23
D 19 181
D 103 140
D 115 143
D 85 89
D 74 73
D 150 84
D 199 173
D 125 134
D 25 199
D 74 81
D 54 9
D 130 107
D 88 75
D 183 16
D 11 172
D 102 140
D 173 76
D 104 127
D 132 170
D 195 78
D 31 187
D 89 189
D 155 82
D 65 79
D 121 30
D 156 46
D 20 78
D 170 46
D 101 144
D 180 43
D 146 29
D 149 58
D 152 52
D 150 126
D 7 31
D 64 146
D 194 43
D 46 167
D 25 91
D 89 93
D 105 94
D 55 132
D 119 182
D 54 57
D 71 184
D 199 181
D 187 11
D 104 47
D 112 169
D 187 80
D 138 31
D 190 179
D 175 89
D 137 45
D 44 10
D 13 18
D 141 116
D 92 146
D 194 18
D 61 196
D 145 13
D 178 18
D 42 148
D 42 61
D 139 120
D 57 80
D 62 98
D 101 22
D 160 22
D 122 162
D 109 19
D 179 160
D 175 111
D 35 146
D 82 45
D 112 125
D 21 73
D 92 87
D 142 3
D 148 174
D 55 173
D 109 70
D 157 177
D 25 88
D 158 59
D 23 68
D 131 16
D 99 107
D 56 91
D 78 110
D 26 63
D 167 171
D 89 131
D 31 57
D 16 96
D 41 152
B 100
D 144 51
D 190 195
D 155 64
D 135 139
D 35 49
D 37 1
D 179 9
D 122 170
D 65 130
D 35 58
D 53 156
D 61 44
D 106 50
D 4 127
D 29 148
D 167 79
D 71 142
D 83 7
D 174 64
D 176 187
D 31 15
D 161 83
D 169 114
D 125 39
D 125 71
D 185 3
D 22 124
D 89 6
D 120 8
D 159 175
D 35 171
D 115 168
D 136 156
D 141 63
D 108 106
D 151 167
D 100 58
D 173 79
D 35 98
D 92 49
D 177 67
D 83 161
D 11 143
D 178 130
D 172 148
D 159 198
D 14 129
D 146 187
D 3 141
D 5 183
D 191 92
D 153 4
D 56 179
D 54 60
D 192 142
D 66 98
D 34 20
D 91 148
D 116 93
D 22 170
D 198 191
D 114 21
D 27 138
D 124 18
D 192 174
D 53 146
D 39 157
D 58 196
D 138 9
D 175 89
D 172 122
D 15 149
D 154 86
D 50 60
D 65 90
D 114 98
D 162 50
D 112 170
D 75 44
D 166 120
D 142 36
D 187 38
D 145 159
D 70 114
D 115 153
D 61 86
D 79 108
D 153 106
D 77 168
D 99 11
D 39 67
D 0 16
D 142 115
D 26 94
D 196 75
D 67 27
D 141 37
D 12 24
D 60 69
D 52 153
B 100
D 167 24
D 43 180
D 74 93
D 68 147
D 126 147
D 40 189
D 104 155
D 61 73
D 84 173
D 64 102
D 7 156
D 28 77
D 101 91
D 105 186
D 52 43
D 39 102
D 74 89
D 98 33
D 111 132
D 58 56
D 77 168
D 182 88
D 66 14
D 35 137
D 116 21
D 66 138
D 187 87
D 118 199
D 18 167
D 123 64
D 66 181
D 138 103
D 182 134
D 15 81
D 69 41
D 16 187
D 156 22
D 62 86
D 80 86
D 117 189
D 51 183
D 151 34
D 195 43
D 57 117
D 197 63
D 174 157
D 28 17
D 157 2
D 127 105
D 146 73
D 70 124
D 69 128
D 11 184
D 24 142
D 129 190
D 158 157
D 146 91
D 91 113
D 192 142
D 128 172
D 39 145
D 5 183
D 6 13
D 61 24
D 75 184
D 191 58
D 8 72
D 112 95
D 18 157
D 48 17
D 1 53
D 91 32
D 10 40
D 107 159
D 51 162
D 141 189
D 35 190
D 32 168
D 143 167
D 44 70
D 41 5
D 49 108
D 51 150
D 138 64
D 76 124
D 152 189
D 145 111
D 148 91
D 33 171
D 107 45
D 172 157
D 173 106
D 181 104
D 148 2
D 35 137
D 18 168
D 125 155
D 93 86
D 81 196
D 60 160
B 100
D 14 1
D 111 197
D 9 191
D 50 110
D 56 72
D 157 51
D 76 130
D 84 198
D 91 30
D 99 118
D 2 165
D 23 162
D 138 64
D 56 32
D 125 77
D 2 181
D 33 134
D 96 105
D 49 108
D 124 98
D 137 95
D 26 57
D 110 78
D 163 120
D 188 175
D 96 92
D 18 40
D 158 76
D 34 171
D 179 9
D 44 191
D 105 170
D 111 15
D 49 10
D 153 135
D 57 54
D 65 34
D 103 189
D 115 40
D 105 64
D 147 80
D 47 153
D 183 162
D 148 194
D 147 197
D 14 93
D 172 122
D 138 97
D 89 186
D 68 10
D 89 74
D 185 108
D 27 193
D 128 69
D 69 86
D 152 190
D 28 72
D 152 12
D 113 118
D 6 194
D 129 101
D 99 78
D 92 74
D 1 43
D 77 102
D 75 95
D 104 94
D 146 162
D 101 111
D 76 48
D 47 197
D 182 157
D 193 5
D 83 8
D 14 157
D 120 85
D 157 117
D 155 104
D 100 44
D 81 6
D 199 118
D 98 156
D 130 107
D 162 5
D 115 63
D 72 112
D 144 188
D 116 31
D 116 21
D 44 73
D 175 77
D 29 148
D 50 132
D 107 22
D 4 68
D 162 62
D 12 70
D 179 160
D 152 41
D 42 48
B 100
D 43 78
D 199 182
D 71 47
D 152 72
D 125 198
D 123 120
D 39 179
D 88 41
D 83 87
D 196 75
D 181 4
D 151 17
D 52 1
D 81 82
D 177 46
D 194 110
D 72 125
D 61 184
D 91 162
D 104 181
D 11 4
D 87 92
D 133 86
D 163 120
D 93 89
D 148 126
D 165 2
D 34 185
D 63 97
D 150 159
D 120 163
D 96 85
D 41 152
D 7 98
D 33 42
D 59 91
D 151 168
D 31 176
D 95 135
D 38 195
D 119 71
D 75 121
D 150 151
D 67 56
D 164 181
D 69 136
D 171 70
D 182 106
D 65 188
D 108 41
D 148 47
D 109 72
D 175 67
D 10 8
D 195 160
D 116 21
D 93 86
D 169 151
D 6 154
D 93 38
D 32 55
D 92 16
D 155 103
D 196 179
D 97 168
D 22 175
D 66 54
D 179 19
D 43 121
D 169 4
D 46 186
D 112 100
D 133 97
D 33 193
D 23 29
D 8 42
D 84 143
D 83 25
D 2 159
D 155 19
D 51 68
D 122 17
D 156 20
D 47 197
D 157 122
D 31 144
D 82 31
D 166 153
D 76 22
D 151 27
D 20 34
D 105 67
D 115 10
D 59 48
D 15 50
D 53 1
D 47 128
D 72 87
D 147 197
D 81 122
B 100
D 81 74
D 61 166
D 191 172
D 19 33
D 109 26
D 93 90
D 190 169
D 0 7
D 95 128
D 88 197
D 49 157
D 86 26
D 171 26
D 5 43
D 21 125
D 32 58
D 36 65
D 180 79
D 87 127
D 51 148
D 39 124
D 165 141
D 91 64
D 42 189
D 132 111
D 15 30
D 13 190
D 114 102
D 62 15
D 13 101
D 126 103
D 154 76
D 188 90
D 72 54
D 81 168
D 107 31
D 185 52
D 32 179
D 198 62
D 115 128
D 42 24
D 70 54
D 27 20
D 99 118
D 27 168
D 91 74
D 67 76
D 196 73
D 105 170
D 194 13
D 174 112
D 153 188
D 113 117
D 67 180
D 99 11
D 179 56
D 110 30
D 60 138
D 124 42
D 99 92
D 133 95
D 195 160
D 90 179
D 131 95
D 173 76
D 163 64
D 112 49
D 92 84
D 172 183
D 175 159
D 130 37
D 36 187
D 106 38
D 188 32
D 16 0
D 80 12
D 184 83
D 181 179
D 173 79
D 97 138
D 10 126
D 117 30
D 178 138
D 91 74
D 8 116
D 138 197
D 171 35
D 8 160
D 165 66
D 185 34
D 96 157
D 15 27
D 126 104
D 56 8
D 186 38
D 137 116
D 192 189
D 162 192
D 126 26
D 155 104
B 100
D 176 171
D 192 181
D 92 70
D 59 92
D 49 147
D 181 167
D 187 90
D 80 74
D 31 6
D 111 101
D 98 48
D 171 112
D 33 158
D 192 143
D 141 72
D 100 44
D 56 43
D 71 59
D 27 52
D 162 41
D 152 25
D 145 39
D 5 44
D 24 119
D 58 51
D 139 46
D 163 156
D 146 169
D 166 171
D 154 13
D 173 106
D 0 21
D 61 190
D 18 13
D 24 26
D 72 105
D 137 66
D 7 2
D 0 24
D 137 98
D 130 175
D 0 26
D 120 8
D 51 3
D 153 188
D 159 145
D 45 125
D 155 125
D 159 145
D 62 4
D 34 2
D 141 191
D 145 136
D 69 174
D 67 147
D 78 32
D 143 34
D 79 70
D 159 75
D 60 114
D 87 153
D 176 83
D 97 138
D 82 21
D 147 41
D 69 103
D 72 147
D 97 41
D 41 44
D 91 146
D 64 168
D 84 151
D 193 138
D 174 30
D 52 1
D 199 18
D 167 32
D 3 27
D 7 158
D 95 132
D 58 114
D 16 122
D 135 37
D 165 107
D 22 124
D 124 70
D 143 157
D 28 142
D 18 13
D 46 148
D 168 16
D 74 8
D 97 42
D 29 120
D 150 93
D 159 118
D 66 49
D 71 76
D 41 71
D 90 189
B 100
D 105 96
D 81 170
D 112 100
D 118 199
D 184 77
D 100 35
D 154 26
D 20 50
D 6 81
D 118 101
D 21 134
D 139 95
D 186 165
D 114 40
D 182 199
D 72 119
D 187 36
D 116 181
D 104 120
D 36 68
D 90 17
D 9 59
D 181 66
D 78 32
D 170 23
D 143 175
D 3 0
D 34 52
D 85 89
D 95 38
D 3 118
D 81 67
D 182 199
D 14 182
D 14 142
D 51 24
D 196 61
D 3 170
D 100 72
D 102 164
D 109 157
D 161 30
D 116 8
D 37 160
D 79 6
D 92 190
D 131 161
D 84 33
D 0 22
D 175 89
D 84 42
D 119 39
D 66 173
D 70 43
D 153 76
D 1 41
D 161 140
D 139 155
D 71 190
D 84 40
D 1 40
D 44 191
D 38 43
D 76 163
D 178 155
D 140 11
D 146 59
D 21 82
D 58 54
D 95 27
D 195 18
D 0 22
D 70 54
D 166 114
D 174 168
D 149 151
D 132 25
D 142 28
D 168 183
D 126 121
D 85 128
D 164 187
D 12 39
D 35 58
D 0 23
D 193 141
D 176 172
D 83 101
D 114 127
D 17 90
D 5 119
D 151 168
D 171 165
D 157 137
D 175 146
D 169 96
D 130 185
D 175 44
D 30 65
D 175 56
